Year,Age,Level,Employer,Role
1960,23,College,Iowa,Freshman Coach
1961,24,College,William & Mary,Offensive Backs
1962,25,College,William & Mary,Offensive Backs
1963,26,College,William & Mary,Offensive Backs
1964,27,College,Connecticut,Defensive Backs
1965,28,College,Connecticut,Defensive Backs
1966,29,College,South Carolina,Defensive Backs
1967,30,College,South Carolina,Defensive Backs
1968,31,College,Ohio State,Defensive Backs
1969,32,College,William & Mary,Head Coach
1970,33,College,William & Mary,Head Coach
1971,34,College,William & Mary,Head Coach
1972,35,College,North Carolina State,Head Coach
1973,36,College,North Carolina State,Head Coach
1974,37,College,North Carolina State,Head Coach
1975,38,College,North Carolina State,Head Coach
1976,39,NFL,New York Jets,Head Coach
1977,40,College,Arkansas,Head Coach
1978,41,College,Arkansas,Head Coach
1979,42,College,Arkansas,Head Coach
1980,43,College,Arkansas,Head Coach
1981,44,College,Arkansas,Head Coach
1982,45,College,Arkansas,Head Coach
1983,46,College,Arkansas,Head Coach
1984,47,College,Minnesota,Head Coach
1985,48,College,Minnesota,Head Coach
1986,49,College,Notre Dame,Head Coach
1987,50,College,Notre Dame,Head Coach
1988,51,College,Notre Dame,Head Coach
1989,52,College,Notre Dame,Head Coach
1990,53,College,Notre Dame,Head Coach
1991,54,College,Notre Dame,Head Coach
1992,55,College,Notre Dame,Head Coach
1993,56,College,Notre Dame,Head Coach
1994,57,College,Notre Dame,Head Coach
1995,58,College,Notre Dame,Head Coach
1996,59,College,Notre Dame,Head Coach
1999,62,College,South Carolina,Head Coach
2000,63,College,South Carolina,Head Coach
2001,64,College,South Carolina,Head Coach
2002,65,College,South Carolina,Head Coach
2003,66,College,South Carolina,Head Coach
2004,67,College,South Carolina,Head Coach
