Year,Age,Level,Employer,Role
1900,22,College,Carlisle,Assistant Coach
1909,31,College,Texas A&M,Head Coach
1910,32,College,Texas A&M,Head Coach
1911,33,College,Texas A&M,Head Coach
1912,34,College,Texas A&M,Head Coach
1913,35,College,Texas A&M,Head Coach
1914,36,College,Texas A&M,Head Coach
1919,41,College,Centre,Head Coach
1920,42,College,Centre,Head Coach
1921,43,College,Centre,Head Coach
1922,44,College,Centre,Head Coach
1923,45,College,Centre,Head Coach
1924,46,College,Bucknell,Head Coach
1925,47,College,Bucknell,Head Coach
1926,48,College,Bucknell,Head Coach
1927,49,NFL,Frankford Yellow Jackets,Head Coach
1930,52,College,Catawba,Head Coach
1931,53,College,Catawba,Head Coach
1932,54,College,Catawba,Head Coach
1933,55,College,Catawba,Head Coach
