Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
1987,49,KAN,NFL,15,4,11,0,.267,-8.0,-3.2,-4.8,,,,,5,
1988,50,KAN,NFL,16,4,11,1,.281,-5.7,-6.0,0.3,,,,,5,
