,Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Rushing Off,Yds Rushing Off Passing Off,TD Passing Off,Int,NY/A,Yds Passing Off,Pts Passing Off,TkA,Att Passing Off,Yds Passing Off Defense,TD Defense,Y/A Defense,FR,Att Defense,Yds Defense,TD Defense Rushing Def,Int Rushing Def,nY/A
0,1929,SIS,HC,12,6,1,5,1,1,6,1,1,1,5,1,1,1,1,9,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1
1,1930,SIS,HC,11,6,1,7,1,1,8,1,1,1,8,1,1,1,1,4,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1
