Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
1929,26,SIS,NFL,10,3,4,3,.429,0.4,-1.9,2.3,,,,,6,
1930,27,SIS,NFL,12,5,5,2,.500,-2.8,-3.9,1.1,,,,,6,
