,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1985,42,IND,NFL,16,5,11,0,.313,-2.7,-0.3,-2.4,,,,,4,
1,1986,43,IND,NFL,13,0,13,0,.000,-10.4,-6.6,-3.8,,,,,5,
