,Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,atl,423,5868.0,1067.0,5.5,18.0,6,347.0,404,578,3817,34,12,6.3,200.0,458,2051,11,4.5,131.0,122,964,16.0,174.0,43.7,9.8,30.9,3.0166666666666666,6.3,33.7,2.34,212.0,96.0,0.45299999999999996,26.0,14.0,0.5379999999999999,57.0,37.0,0.649
1,buf,368,5806.0,1052.0,5.5,32.0,16,356.0,396,578,3843,28,16,6.2,217.0,435,1963,13,4.5,109.0,127,1016,30.0,171.0,36.3,17.5,28.7,3.0,6.3,33.6,2.07,201.0,88.0,0.43799999999999994,32.0,17.0,0.531,61.0,35.0,0.574
2,car,534,6877.0,1154.0,6.0,17.0,8,417.0,360,530,3820,35,9,6.8,205.0,592,3057,24,5.2,179.0,120,977,33.0,185.0,51.4,8.6,31.3,3.066666666666667,6.5,37.1,2.82,223.0,112.0,0.502,15.0,9.0,0.6,76.0,50.0,0.6579999999999999
3,chi,370,6022.0,1028.0,5.9,24.0,13,326.0,325,503,3705,17,11,6.8,177.0,485,2317,20,4.8,129.0,107,794,20.0,185.0,40.5,13.0,29.9,2.783333333333333,5.8,32.6,2.02,213.0,80.0,0.376,19.0,9.0,0.474,63.0,29.0,0.46
4,cin,434,5921.0,1088.0,5.4,25.0,10,361.0,372,573,3799,30,15,6.2,192.0,479,2122,20,4.4,137.0,101,826,32.0,183.0,39.3,12.6,29.1,2.7666666666666666,6.1,32.3,2.27,207.0,87.0,0.42,27.0,16.0,0.593,53.0,36.0,0.679
5,cle,435,5816.0,1040.0,5.6,12.0,8,303.0,316,511,3611,26,4,6.5,176.0,488,2205,22,4.5,108.0,108,890,19.0,207.0,33.3,5.3,31.3,2.4333333333333336,5.2,27.8,1.91,224.0,81.0,0.36200000000000004,18.0,8.0,0.444,53.0,33.0,0.623
6,clt,427,6140.0,1112.0,5.5,25.0,9,343.0,378,545,3899,27,16,6.7,191.0,531,2241,18,4.2,127.0,92,862,25.0,196.0,38.3,12.8,32.1,2.8166666666666664,5.9,31.3,2.07,234.0,104.0,0.444,21.0,11.0,0.524,61.0,37.0,0.607
7,crd,379,5823.0,1045.0,5.6,17.0,8,344.0,370,539,3674,20,9,6.3,200.0,465,2149,18,4.6,124.0,100,803,20.0,167.0,43.1,9.6,29.7,3.1166666666666667,6.5,34.8,2.2,208.0,91.0,0.43799999999999994,24.0,14.0,0.583,57.0,30.0,0.526
8,dal,468,6039.0,1046.0,5.8,22.0,9,342.0,349,512,3708,28,13,6.6,175.0,482,2331,25,4.8,141.0,132,1019,26.0,191.0,42.9,11.0,31.4,2.7333333333333334,5.6,31.4,2.4,205.0,75.0,0.366,25.0,17.0,0.68,56.0,42.0,0.75
9,den,311,5391.0,1093.0,4.9,25.0,10,327.0,393,606,3752,22,15,5.6,203.0,424,1639,10,3.9,82.0,101,723,42.0,193.0,31.6,12.4,27.9,2.6833333333333336,5.8,27.9,1.61,236.0,88.0,0.373,30.0,16.0,0.5329999999999999,49.0,23.0,0.469
10,det,342,5820.0,1016.0,5.7,24.0,8,331.0,373,610,4148,18,16,6.4,198.0,369,1672,18,4.5,86.0,114,862,47.0,181.0,35.4,13.3,29.1,2.6166666666666667,5.8,32.1,1.86,185.0,60.0,0.324,29.0,12.0,0.414,55.0,28.0,0.509
11,gnb,338,5347.0,1036.0,5.2,31.0,14,327.0,381,565,3658,23,17,6.0,200.0,426,1689,13,4.0,104.0,114,940,23.0,179.0,33.0,16.2,29.3,2.8,5.9,29.8,1.79,208.0,78.0,0.375,30.0,18.0,0.6,50.0,30.0,0.6
12,htx,372,5355.0,1050.0,5.1,29.0,10,313.0,326,554,3417,31,19,5.7,172.0,447,1938,11,4.3,107.0,106,798,34.0,193.0,35.2,14.0,27.7,2.5666666666666664,5.6,27.6,1.93,220.0,79.0,0.359,26.0,17.0,0.654,44.0,28.0,0.636
13,jax,435,6629.0,1125.0,5.9,9.0,3,389.0,389,580,4375,29,6,7.1,219.0,511,2254,19,4.4,137.0,105,808,33.0,180.0,45.6,4.4,28.7,3.15,6.5,36.8,2.43,225.0,97.0,0.431,24.0,14.0,0.583,59.0,35.0,0.593
14,kan,326,5451.0,1026.0,5.3,20.0,7,328.0,375,569,3720,24,13,6.1,191.0,418,1731,13,4.1,112.0,107,849,25.0,167.0,36.5,11.4,29.5,2.9833333333333334,6.3,32.6,1.98,215.0,93.0,0.433,23.0,12.0,0.522,54.0,28.0,0.519
15,mia,364,5345.0,1012.0,5.3,16.0,6,314.0,365,572,3582,22,10,5.9,190.0,405,1763,12,4.4,97.0,125,1030,27.0,181.0,38.7,8.8,31.8,2.6666666666666665,5.8,29.4,1.91,209.0,75.0,0.359,20.0,10.0,0.5,55.0,27.0,0.491
16,min,332,5702.0,1078.0,5.3,33.0,9,325.0,415,637,4114,24,24,6.0,218.0,392,1588,12,4.1,83.0,141,1185,24.0,187.0,31.6,16.6,29.7,2.716666666666667,5.9,30.5,1.72,219.0,78.0,0.35600000000000004,35.0,13.0,0.371,49.0,29.0,0.5920000000000001
17,nor,398,6459.0,1119.0,5.8,17.0,3,354.0,366,591,4055,19,14,6.4,194.0,489,2404,20,4.9,133.0,115,959,27.0,183.0,39.3,9.3,27.2,2.966666666666667,6.3,35.0,2.03,224.0,92.0,0.41100000000000003,27.0,14.0,0.519,54.0,30.0,0.556
18,nwe,417,5829.0,1068.0,5.5,12.0,5,348.0,346,533,3596,27,7,6.4,189.0,507,2233,16,4.4,127.0,100,772,32.0,173.0,42.8,5.8,31.5,3.0833333333333335,6.4,33.4,2.3,215.0,93.0,0.433,21.0,11.0,0.524,57.0,36.0,0.632
19,nyg,415,5896.0,1051.0,5.6,15.0,10,331.0,349,503,3580,23,5,6.5,177.0,503,2316,18,4.6,129.0,106,870,25.0,181.0,38.7,8.3,29.0,2.8,6.0,32.5,2.07,216.0,87.0,0.40299999999999997,21.0,12.0,0.5710000000000001,54.0,29.0,0.537
20,nyj,404,5334.0,1068.0,5.0,17.0,10,347.0,327,521,3275,18,7,5.8,171.0,504,2059,22,4.1,129.0,104,989,47.0,175.0,44.6,8.6,31.4,3.033333333333333,6.3,30.4,2.25,215.0,83.0,0.386,21.0,16.0,0.762,63.0,37.0,0.5870000000000001
21,oti,460,5291.0,1008.0,5.2,18.0,7,314.0,314,473,3014,27,11,6.0,157.0,503,2277,21,4.5,118.0,120,988,39.0,183.0,40.4,8.7,32.3,2.7333333333333334,5.7,28.8,2.26,213.0,88.0,0.413,13.0,10.0,0.769,57.0,36.0,0.632
22,phi,303,4732.0,999.0,4.7,26.0,13,293.0,337,542,2961,22,13,5.1,160.0,416,1771,9,4.3,108.0,85,694,25.0,177.0,31.6,14.1,30.7,2.65,5.8,26.7,1.65,211.0,75.0,0.355,30.0,19.0,0.633,48.0,24.0,0.5
23,pit,347,5554.0,1034.0,5.4,33.0,16,324.0,382,582,3876,23,17,6.2,193.0,412,1678,14,4.1,108.0,125,1039,23.0,182.0,34.6,15.9,30.0,2.7333333333333334,5.9,30.5,1.85,204.0,72.0,0.353,22.0,15.0,0.682,61.0,33.0,0.541
