,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Num,Won,Notes
0,2013,47,JAX,NFL,16,4,12,0,.250,-11.1,-7.1,-4.0,,,,,3,7,2,
1,2014,48,JAX,NFL,16,3,13,0,.188,-10.5,-7.8,-2.7,,,,,3,7,2,
2,2015,49,JAX,NFL,16,5,11,0,.313,-7.5,-0.7,-6.9,,,,,3,5,2,
3,2016,50,JAX,NFL,14,2,12,0,.143,-5.0,-2.7,-2.3,,,,,4,6,5,
