Year,Age,Level,Employer,Role
1990,24,College (NCAA D-II),North Dakota State,Graduate Assistant
1991,25,College (NCAA D-II),North Dakota State,Graduate Assistant
1992,26,College (NCAA D-II),Fort Lewis,Defensive Coordinator/Linebackers
1993,27,College (NCAA D-II),Fort Lewis,Defensive Coordinator/Linebackers
1994,28,College (NCAA D-II),Fort Lewis,Defensive Coordinator/Linebackers
1995,29,College (NCAA D-II),Fort Lewis,Defensive Coordinator/Linebackers
1996,30,College (NCAA D-II),North Dakota State,Assistant
1997,31,College (NCAA D-II),North Dakota State,Defensive Coordinator
1998,32,College (NCAA D-II),North Dakota State,Defensive Coordinator
1999,33,College (NCAA D-II),North Dakota State,Defensive Coordinator
2000,34,College (NCAA D-II),North Dakota State,Defensive Coordinator
2001,35,College (NCAA D-II),North Dakota State,Defensive Coordinator
2002,36,College (NCAA D-II),North Dakota State,Defensive Coordinator
2003,37,College (NCAA D-II),North Dakota State,Asst. Head Coach
2004,38,College (FCS),North Dakota State,Asst. Head Coach
2005,39,College (FCS),North Dakota State,Defensive Coordinator
2006,40,NFL,Tampa Bay Buccaneers,Defensive Quality Control Assistant
2007,41,NFL,Tampa Bay Buccaneers,Linebackers Coach
2008,42,NFL,Tampa Bay Buccaneers,Linebackers Coach
2009,43,NFL,Seattle Seahawks,Defensive Coordinator
2010,44,NFL,Seattle Seahawks,Defensive Coordinator
2011,45,NFL,Seattle Seahawks,Defensive Coordinator
2012,46,NFL,Seattle Seahawks,Defensive Coordinator
2013,47,NFL,Jacksonville Jaguars,Head Coach
2014,48,NFL,Jacksonville Jaguars,Head Coach
2015,49,NFL,Jacksonville Jaguars,Head Coach
2016,50,NFL,Jacksonville Jaguars,Head Coach
2017,51,NFL,Los Angeles Chargers,Defensive Coordinator
2018,52,NFL,Los Angeles Chargers,Defensive Coordinator
2019,53,NFL,Los Angeles Chargers,Defensive Coordinator
2020,54,NFL,Los Angeles Chargers,Defensive Coordinator
2021,55,NFL,Las Vegas Raiders,Defensive Coordinator
2022,56,NFL,Indianapolis Colts,Defensive Coordinator
2023,57,NFL,Indianapolis Colts,Defensive Coordinator
2024,58,NFL,Indianapolis Colts,Defensive Coordinator
2025,59,NFL,San Francisco 49ers,Assistant HC-Defense
