,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1997,46,San Diego Chargers,NFL,16,4,12,0,.250,-8.9,-4.1,-4.8,,,,,5,
1,1998,47,San Diego Chargers,NFL,6,2,4,0,.333,-8.4,-7.7,-0.7,,,,,5,
