Year,Age,Level,Employer,Role
1959,29,College,UMass,Assistant Coach
1960,30,College,UMass,Assistant Coach
1961,31,College,Cincinnati,Assistant Coach
1962,32,College,Cincinnati,Assistant Coach
1963,33,College,Cincinnati,Assistant Coach
1964,34,College,Cincinnati,Assistant Coach
1965,35,College,Cincinnati,Assistant Coach
1966,36,College,Maryland,Assistant Coach
1967,37,AFL,Denver Broncos,Defensive Backs
1968,38,AFL,Denver Broncos,Defensive Backs
1969,39,AFL,Denver Broncos,Linebackers
1970,40,NFL,Denver Broncos,Linebackers
1971,41,College,UMass,Head Coach
1972,42,College,UMass,Head Coach
1973,43,College,UMass,Head Coach
1974,44,College,UMass,Head Coach
1975,45,College,UMass,Head Coach
1976,46,College,UMass,Head Coach
1977,47,College,UMass,Head Coach
1978,48,NFL,Cleveland Browns,Linebackers
1979,49,NFL,Cleveland Browns,Linebackers
1980,50,NFL,Cleveland Browns,Linebackers
1981,51,College,Syracuse,Head Coach
1982,52,College,Syracuse,Head Coach
1983,53,College,Syracuse,Head Coach
1984,54,College,Syracuse,Head Coach
1985,55,College,Syracuse,Head Coach
1986,56,College,Syracuse,Head Coach
1987,57,College,Syracuse,Head Coach
1988,58,College,Syracuse,Head Coach
1989,59,College,Syracuse,Head Coach
1990,60,College,Syracuse,Head Coach
1991,61,NFL,New England Patriots,Head Coach
1992,62,NFL,New England Patriots,Head Coach
