,Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Rushing Off,Yds Rushing Off Passing Off,TD Passing Off,Int,NY/A,Yds Passing Off,Pts Passing Off,TkA,Att Passing Off,Yds Passing Off Defense,TD Defense,Y/A Defense,FR,Att Defense,Yds Defense,TD Defense Rushing Def,Int Rushing Def,nY/A
0,1978,TAM,OC,28,23,8,17,22,28,25,12,20,19,12,18,20,26,28,23,8,27,4,7,8,19,7,5,1,24,10,4,7,3,7
1,1979,SDG,OC,28,1,5,1,4,5,2,8,25,27,2,26,1,5,1,6,22,3,5,2,3,1,8,17,15,10,19,7,1,3,5
2,1980,SDG,OC,28,4,25,6,1,1,4,28,17,16,8,24,27,2,1,3,22,2,6,18,13,8,10,20,16,5,20,6,8,18,4
3,1981,WAS,HC,28,13,16,16,12,9,10,15,12,12,7,16,16,7,10,18,13,11,10,16,13,19,21,17,17,22,3,9,12,9,22
4,1982,WAS,HC,28,1,2,5,6,7,12,2,5,10,21,17,3,24,12,8,3,5,4,1,11,5,8,12,14,3,11,7,3,20,7
5,1983,WAS,HC,28,1,1,1,3,3,1,1,1,3,1,12,1,19,7,5,2,2,12,11,1,1,1,1,7,2,28,28,24,1,22
6,1984,WAS,HC,28,5,4,4,17,9,3,3,2,4,4,17,10,21,19,9,2,14,18,11,4,2,2,14,19,3,26,25,20,10,17
7,1985,WAS,HC,28,8,21,17,4,14,20,17,3,2,4,6,18,13,23,26,11,26,3,11,21,3,8,8,13,27,3,1,10,9,7
8,1986,WAS,HC,28,3,17,8,8,5,9,9,14,17,2,22,2,10,6,9,17,4,21,9,24,8,14,15,16,27,17,20,11,17,18
9,1987,WAS,HC,28,3,16,4,8,3,4,18,9,7,3,5,20,17,4,4,11,2,18,6,15,8,10,9,12,24,27,24,8,6,11
10,1988,WAS,HC,28,17,28,17,8,6,10,26,25,25,26,26,27,2,2,1,25,4,16,26,27,6,9,17,12,28,11,22,23,27,24
11,1989,WAS,HC,28,6,12,9,2,2,5,17,8,14,12,19,26,4,1,7,9,3,9,13,3,3,2,3,1,13,19,21,23,2,15
12,1990,WAS,HC,28,8,6,8,4,4,4,8,4,6,9,14,1,7,5,10,22,10,14,13,9,4,9,4,18,18,22,16,15,6,10
13,1991,WAS,HC,28,1,1,1,1,4,1,3,1,7,1,18,4,26,5,2,3,1,3,2,3,2,3,12,11,14,27,9,5,2,2
14,1992,WAS,HC,28,12,3,12,9,12,14,4,7,13,16,25,1,13,12,20,12,9,7,8,10,6,13,11,21,23,12,6,6,5,8
15,2004,WAS,HC,32,21,20,19,14,30,31,14,12,21,31,29,8,18,29,24,17,30,3,5,22,8,2,3,1,28,17,7,4,13,3
16,2005,WAS,HC,32,11,14,11,9,11,13,16,4,7,12,10,28,22,21,5,5,15,9,9,15,7,13,20,21,15,23,10,2,14,5
17,2006,WAS,HC,32,27,23,24,23,13,20,2,8,4,14,8,4,24,21,17,5,10,31,27,32,26,27,4,25,30,5,23,32,32,32
18,2007,WAS,HC,32,12,21,12,9,15,18,14,5,12,7,27,31,20,14,20,4,15,8,11,25,7,4,9,3,18,30,16,11,23,6
