,Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,atl,280,5106.0,1086.0,4.7,33.0,16,305.0,246,452,2582,14,17,5.1,137.0,578,2524,12,4.4,149.0,99,763,19.0,,,,,,,,,,,,,,,,,
1,buf,287,5017.0,963.0,5.2,39.0,20,291.0,294,499,3363,22,19,6.2,152.0,419,1654,9,3.9,101.0,121,878,38.0,,,,,,,,,,,,,,,,,
2,chi,352,5459.0,1045.0,5.2,47.0,22,305.0,208,415,2759,12,25,6.3,118.0,606,2700,21,4.5,166.0,98,765,21.0,,,,,,,,,,,,,,,,,
3,cin,409,6490.0,1046.0,6.2,36.0,16,348.0,287,497,3957,25,20,7.5,183.0,521,2533,24,4.9,134.0,111,847,31.0,,,,,,,,,,,,,,,,,
4,cle,391,5394.0,1047.0,5.2,24.0,13,302.0,315,538,3744,18,11,6.5,175.0,470,1650,20,3.5,102.0,101,807,25.0,,,,,,,,,,,,,,,,,
5,clt,229,4700.0,1046.0,4.5,44.0,20,278.0,300,586,3209,16,24,5.0,173.0,407,1491,10,3.7,77.0,99,880,28.0,,,,,,,,,,,,,,,,,
6,crd,218,4503.0,994.0,4.5,29.0,10,273.0,293,516,2716,17,19,4.7,149.0,419,1787,8,4.3,102.0,116,932,22.0,,,,,,,,,,,,,,,,,
7,dal,346,5474.0,1054.0,5.2,41.0,17,325.0,319,547,3505,21,24,5.8,199.0,447,1969,21,4.4,98.0,112,936,28.0,,,,,,,,,,,,,,,,,
8,den,378,5216.0,1042.0,5.0,29.0,13,319.0,306,549,3538,22,16,6.0,184.0,455,1678,17,3.7,94.0,104,910,41.0,,,,,,,,,,,,,,,,,
9,det,277,4555.0,1009.0,4.5,37.0,17,287.0,286,500,2784,18,20,5.2,156.0,470,1771,13,3.8,100.0,84,658,31.0,,,,,,,,,,,,,,,,,
10,gnb,254,5061.0,1026.0,4.9,45.0,18,286.0,305,565,3447,18,27,5.7,172.0,424,1614,8,3.8,96.0,128,949,18.0,,,,,,,,,,,,,,,,,
11,kan,358,4218.0,1003.0,4.2,35.0,17,264.0,257,521,2750,23,18,4.8,152.0,432,1468,10,3.4,83.0,97,829,29.0,,,,,,,,,,,,,,,,,
12,mia,430,6324.0,1011.0,6.3,37.0,14,351.0,392,645,4779,46,23,7.2,250.0,349,1545,9,4.4,84.0,72,609,17.0,,,,,,,,,,,,,,,,,
13,min,398,5651.0,1024.0,5.5,29.0,14,321.0,290,519,3913,31,15,7.0,186.0,461,1738,14,3.8,114.0,96,890,21.0,,,,,,,,,,,,,,,,,
14,nor,288,4742.0,957.0,5.0,43.0,18,275.0,232,425,2668,13,25,5.9,137.0,505,2074,15,4.1,109.0,109,855,29.0,,,,,,,,,,,,,,,,,
15,nwe,412,5327.0,1073.0,5.0,24.0,11,314.0,340,557,3954,29,13,6.5,202.0,469,1373,10,2.9,77.0,87,672,35.0,,,,,,,,,,,,,,,,,
16,nyg,371,5378.0,1076.0,5.0,32.0,10,324.0,260,472,3133,22,22,6.0,171.0,558,2245,18,4.0,127.0,96,738,26.0,,,,,,,,,,,,,,,,,
17,nyj,364,5375.0,1072.0,5.0,37.0,16,319.0,334,537,3646,27,21,6.3,191.0,490,1729,16,3.5,104.0,131,981,24.0,,,,,,,,,,,,,,,,,
18,oti,274,5149.0,1089.0,4.7,43.0,12,299.0,288,551,3449,14,31,5.8,179.0,490,1700,13,3.5,101.0,121,1018,19.0,,,,,,,,,,,,,,,,,
19,phi,256,4542.0,1117.0,4.1,27.0,10,287.0,268,514,2540,19,17,4.1,150.0,499,2002,8,4.0,113.0,102,901,24.0,,,,,,,,,,,,,,,,,
20,pit,307,4811.0,1075.0,4.5,36.0,16,292.0,238,491,2588,16,20,5.1,140.0,564,2223,18,3.9,125.0,104,853,27.0,,,,,,,,,,,,,,,,,
21,rai,323,5299.0,1069.0,5.0,49.0,24,302.0,281,530,3509,27,25,5.9,186.0,475,1790,6,3.8,97.0,114,951,19.0,,,,,,,,,,,,,,,,,
22,ram,309,4653.0,1008.0,4.6,37.0,22,269.0,194,403,2196,15,15,5.1,105.0,578,2457,16,4.3,139.0,84,603,25.0,,,,,,,,,,,,,,,,,
23,sdg,335,5356.0,1107.0,4.8,49.0,16,334.0,339,604,3780,21,33,5.9,212.0,471,1576,19,3.3,98.0,119,977,24.0,,,,,,,,,,,,,,,,,
24,sea,366,5409.0,1005.0,5.4,27.0,13,291.0,268,453,3109,24,14,6.3,158.0,513,2300,15,4.5,123.0,98,813,10.0,,,,,,,,,,,,,,,,,
25,sfo,374,6082.0,1118.0,5.4,29.0,9,346.0,353,582,4096,21,20,6.7,213.0,510,1986,16,3.9,114.0,95,691,19.0,,,,,,,,,,,,,,,,,
26,tam,239,4361.0,970.0,4.5,42.0,17,273.0,245,459,2498,13,25,4.9,142.0,455,1863,12,4.1,100.0,83,661,31.0,,,,,,,,,,,,,,,,,
27,was,368,5601.0,1044.0,5.4,32.0,10,312.0,276,542,3869,22,22,6.8,177.0,474,1732,23,3.7,112.0,94,860,23.0,,,,,,,,,,,,,,,,,
