,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Num,Won,Notes
0,2011,46,OAK,NFL,16,8,8,0,.500,-4.9,0.2,-5.1,,,,,3,3,2,
1,2016,51,CLE,NFL,16,1,15,0,.063,-10.1,-5.2,-4.9,,,,,4,5,2,
2,2017,52,CLE,NFL,16,0,16,0,.000,-11.0,-6.8,-4.1,,,,,4,8,2,
3,2018,53,CLE,NFL,8,2,5,1,.313,-0.3,-1.0,0.6,,,,,3,3,2,
