Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Num,Won,Notes
1997,48,NYG,NFL,16,10,5,1,.656,1.5,-1.8,3.3,1,0,1,.000,1,,,
1998,49,NYG,NFL,16,8,8,0,.500,-3.2,-4.3,1.1,,,,,3,,,
1999,50,NYG,NFL,16,7,9,0,.438,-3.0,-1.8,-1.2,,,,,3,1,0,
2000,51,NYG,NFL,16,12,4,0,.750,2.4,-1.3,3.8,3,2,1,.667,1,12,4,NFC Champions
2001,52,NYG,NFL,16,7,9,0,.438,-1.8,-1.8,0.0,,,,,3,7,3,
2002,53,NYG,NFL,16,10,6,0,.625,0.8,-2.2,3.0,1,0,1,.000,2,6,1,
2003,54,NYG,NFL,16,4,12,0,.250,-8.6,-4.8,-3.7,,,,,4,6,3,
