Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Passing Off,Yds Defense,TD Rushing Def,Int,NY/A,Yds Passing Def,Pts_2,TkA,Att_2,Yds_5,TD_2,Y/A_1,FR,Att_3,Yds_6,TD_3,Int_1,nY/A
2019,TEN,OC,32,11,9,8,15,12,10,7,10,3,2,3,15,31,21,8,5,7,21,12,10,16,12,17,7,14,26,24,17,8,19
2020,TEN,OC,32,7,1,12,16,2,4,2,2,2,2,2,2,30,23,8,2,7,28,24,7,14,19,22,19,15,31,29,31,7,22
2021,ATL,HC,32,22,25,28,29,29,26,25,29,31,27,30,27,19,16,25,21,18,26,29,19,30,27,26,17,11,14,18,26,20,25
2022,ATL,HC,32,20,24,20,27,24,15,8,1,3,10,4,27,31,31,24,3,18,27,23,27,28,23,17,18,23,16,25,23,24,29
2023,ATL,HC,32,22,30,23,11,17,26,23,3,9,15,17,20,25,22,26,25,17,11,18,29,27,20,8,9,23,7,8,22,27,10
2024,PIT,OC,32,10,2,13,21,23,16,10,4,11,19,25,24,29,27,20,3,19,12,8,1,6,6,15,5,1,26,25,9,3,18
