Year,Age,Level,Employer,Role
1987,23,College,Idaho,Graduate Assistant
1988,24,College,Idaho,Graduate Assistant
1989,25,College,San Diego State,Graduate Assistant
1990,26,College,Cal State Fullerton,Defensive Line
1991,27,College,UNLV,Offensive Line
1992,28,College,California,Offensive Line
1993,29,College,California,Offensive Line
1994,30,College,California,Offensive Line
1995,31,College,California,Offensive Line
1996,32,College,California,Offensive Line
1997,33,College,California,Offensive Line
1998,34,College,Colorado,Offensive Line
1999,35,College,Colorado,Offensive Coordinator
2000,36,College,Idaho,Head Coach
2001,37,College,Idaho,Head Coach
2002,38,College,Idaho,Head Coach
2003,39,College,Idaho,Head Coach
2004,40,College,UCLA,Offensive Coordinator
2005,41,College,UCLA,Offensive Coordinator
2006,42,NFL,Atlanta Falcons,Offensive Line
2007,43,NFL,Oakland Raiders,Offensive Line
2008,44,NFL,Oakland Raiders,Offensive Line/Interim Head Coach
2009,45,NFL,Oakland Raiders,Head Coach
2010,46,NFL,Oakland Raiders,Head Coach
2011,47,NFL,Seattle Seahawks,Assistant HC/Offensive Line
2012,48,NFL,Seattle Seahawks,Assistant HC/Offensive Line
2013,49,NFL,Seattle Seahawks,Assistant HC/Offensive Line
2014,50,NFL,Seattle Seahawks,Assistant HC/Offensive Line
2015,51,NFL,Seattle Seahawks,Assistant HC/Offensive Line
2016,52,NFL,Seattle Seahawks,Assistant HC/Offensive Line
2017,53,NFL,Seattle Seahawks,Assistant HC/Offensive Line
2018,54,NFL,Oakland Raiders,Offensive Line
2019,55,NFL,Oakland Raiders,Offensive Line
2020,56,NFL,Las Vegas Raiders,Offensive Line
2021,57,NFL,Las Vegas Raiders,Offensive Line
