Year,Age,Level,Employer,Role
1970,23,College (NCAA D-II),Western Kentucky,Graduate Assistant
1971,24,College (NCAA D-II),Western Kentucky,Defensive Line
1972,25,College (NCAA D-II),Western Kentucky,Defensive Line
1973,26,College (NCAA D-II),Western Kentucky,Defensive Line
1974,27,College (NCAA D-II),Western Kentucky,Defensive Line
1975,28,College (FBS),Texas Tech,Defensive Assistant
1976,29,College (FBS),Texas Tech,Defensive Assistant
1977,30,College (FBS),Texas Tech,Defensive Assistant
1978,31,College (FBS),Mississippi,Defensive Ends
1979,32,College (FBS),Mississippi,Defensive Ends
1980,33,College (FBS),Georgia Tech,Defensive Line
1981,34,NFL,New York Giants,Special Teams/Defensive Assistant
1982,35,NFL,New York Giants,Special Teams/Defensive Assistant
1983,36,NFL,New York Giants,Special Teams
1984,37,NFL,New York Giants,Special Teams
1985,38,NFL,New York Giants,Special Teams
1986,39,NFL,New York Giants,Special Teams
1987,40,NFL,New York Giants,Special Teams
1988,41,NFL,New York Giants,Special Teams
1989,42,NFL,New York Giants,Special Teams
1990,43,NFL,New York Giants,Defensive Line
1991,44,NFL,New York Giants,Defensive Line
1992,45,NFL,New York Giants,Defensive Line
1993,46,NFL,New England Patriots,Defensive Line
1994,47,NFL,New England Patriots,Defensive Line
1995,48,NFL,New England Patriots,Defensive Line
1996,49,NFL,New England Patriots,Defensive Line
1997,50,NFL,New York Jets,Defensive Line
1998,51,NFL,New York Jets,Defensive Line
1999,52,NFL,New York Jets,Defensive Line
2000,53,NFL,Cleveland Browns,Defensive Coordinator/Defensive Line
2001,54,NFL,New England Patriots,Defensive Coordinator
2002,55,NFL,New England Patriots,Defensive Coordinator/Defensive Line
2003,56,NFL,New England Patriots,Defensive Coordinator/Defensive Line
2004,57,NFL,New England Patriots,Defensive Coordinator
2005,58,NFL,Cleveland Browns,Head Coach
2006,59,NFL,Cleveland Browns,Head Coach
2007,60,NFL,Cleveland Browns,Head Coach
2008,61,NFL,Cleveland Browns,Head Coach
2010,63,NFL,Kansas City Chiefs,Defensive Coordinator
2011,64,NFL,Kansas City Chiefs,Defensive Coordinator/Interim HC
2012,65,NFL,Kansas City Chiefs,Head Coach/Defensive Coordinator
2014,67,NFL,Houston Texans,Defensive Coordinator
2015,68,NFL,Houston Texans,Defensive Coordinator
2016,69,NFL,Houston Texans,Defensive Coordinator
2017,70,NFL,Houston Texans,Asst. Head Coach
2018,71,NFL,Houston Texans,Asst. Head Coach/Defensive Coordinator
2019,72,NFL,Houston Texans,Asst. Head Coach/Defensive Coordinator
2020,73,NFL,Houston Texans,Asst. Head Coach/Interim Head Coach
2021,74,NFL,Houston Texans,Senior Advisor
