Year,Age,Level,Employer,Role
1973,34,NFL,Dallas Cowboys,Special Teams/Receivers
1974,35,NFL,Dallas Cowboys,Special Teams/Receivers
1975,36,NFL,Dallas Cowboys,Special Teams/Receivers
1976,37,NFL,Dallas Cowboys,Special Teams/Receivers
1977,38,NFL,Dallas Cowboys,Special Teams/Receivers
1978,39,NFL,Dallas Cowboys,Special Teams/Receivers
1979,40,NFL,Dallas Cowboys,Special Teams/Receivers
1980,41,NFL,Dallas Cowboys,Special Teams/Receivers
1981,42,NFL,Dallas Cowboys,Special Teams/Receivers
1982,43,NFL,Chicago Bears,Head Coach
1983,44,NFL,Chicago Bears,Head Coach
1984,45,NFL,Chicago Bears,Head Coach
1985,46,NFL,Chicago Bears,Head Coach
1986,47,NFL,Chicago Bears,Head Coach
1987,48,NFL,Chicago Bears,Head Coach
1988,49,NFL,Chicago Bears,Head Coach
1989,50,NFL,Chicago Bears,Head Coach
1990,51,NFL,Chicago Bears,Head Coach
1991,52,NFL,Chicago Bears,Head Coach
1992,53,NFL,Chicago Bears,Head Coach
1997,58,NFL,New Orleans Saints,Head Coach
1998,59,NFL,New Orleans Saints,Head Coach
1999,60,NFL,New Orleans Saints,Head Coach
