,Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Rushing Off,Yds Rushing Off Passing Off,TD Passing Off,Int,NY/A,Yds Passing Off,Pts Passing Off,TkA,Att Passing Off,Yds Passing Off Defense,TD Defense,Y/A Defense,FR,Att Defense,Yds Defense,TD Defense Rushing Def,Int Rushing Def,nY/A
0,1961,DET,DC,14,4,8,7,5,9,11,9,7,8,5,9,7,6,7,12,10,9,3,3,7,4,2,9,2,12,8,6,1,2,6
1,1962,DET,DC,14,3,2,2,2,8,5,8,3,4,8,10,10,8,8,8,8,10,1,2,3,1,1,2,1,2,6,3,2,7,2
2,1963,BAL,HC,14,7,9,7,5,2,7,7,12,9,10,5,14,2,1,8,1,4,6,7,9,9,9,11,9,6,1,6,6,11,7
3,1964,BAL,HC,14,1,1,1,2,1,1,1,4,5,1,4,2,10,2,6,2,1,3,1,2,5,8,5,10,6,7,2,2,3,2
4,1965,BAL,HC,14,2,8,2,5,5,3,7,5,9,7,10,9,6,3,2,6,4,5,4,6,5,4,3,5,11,10,7,7,6,5
5,1966,BAL,HC,15,3,7,4,7,5,8,10,9,10,14,11,3,9,4,4,12,2,7,3,5,10,9,2,6,5,12,4,5,7,4
6,1967,BAL,HC,16,1,2,2,1,1,2,1,9,11,1,13,1,4,2,6,2,1,5,2,4,3,4,1,4,16,7,7,2,1,8
7,1968,BAL,HC,16,1,5,1,2,4,2,9,6,8,5,9,3,12,3,1,11,2,2,1,4,2,3,2,3,10,15,4,1,2,1
8,1969,BAL,HC,16,6,16,7,10,4,8,14,8,14,4,16,5,7,2,13,14,3,13,6,15,4,4,5,4,13,15,15,9,13,14
9,1970,MIA,HC,26,4,7,8,14,11,11,8,4,3,7,5,3,23,20,15,10,9,15,5,7,2,7,7,13,12,22,22,15,6,24
10,1971,MIA,HC,26,3,7,3,4,5,4,1,9,1,15,1,7,23,19,4,1,8,5,3,21,4,8,8,15,15,18,6,3,18,7
11,1972,MIA,HC,26,1,2,1,1,1,1,5,1,1,1,2,16,24,16,11,3,3,1,1,2,1,3,3,9,1,13,5,3,2,3
12,1973,MIA,HC,26,1,12,2,4,9,5,5,12,3,6,2,14,24,21,8,3,6,3,1,22,16,12,8,7,26,6,1,1,5,1
13,1974,MIA,HC,26,2,11,5,8,11,3,10,1,4,1,13,10,25,16,7,11,2,8,6,12,2,7,2,16,4,14,16,13,19,16
14,1975,MIA,HC,26,7,13,4,7,11,6,3,2,4,3,5,3,26,20,7,7,3,6,4,20,4,5,9,13,24,12,6,1,13,6
15,1976,MIA,HC,28,15,8,15,22,13,15,1,19,13,11,6,1,22,10,15,8,8,26,15,19,16,22,13,25,13,9,28,24,22,28
16,1977,MIA,HC,28,4,9,5,10,10,3,5,12,5,6,2,7,23,16,2,5,9,16,5,15,6,6,15,14,7,27,24,3,23,14
17,1978,MIA,HC,28,4,1,3,20,13,2,1,21,11,8,5,3,23,15,5,8,7,23,6,1,7,16,11,22,3,16,26,9,1,23
18,1979,MIA,HC,28,6,12,4,7,16,11,12,12,17,9,17,8,21,14,9,12,9,4,4,14,2,2,2,5,20,4,12,9,10,19
19,1980,MIA,HC,28,14,11,19,23,26,24,23,19,17,25,20,17,12,24,14,22,27,14,9,3,16,15,10,11,6,17,15,12,3,15
20,1981,MIA,HC,28,4,12,8,14,16,11,4,11,10,9,14,1,14,16,19,11,16,15,5,23,10,14,2,20,22,17,19,18,18,13
21,1982,MIA,HC,28,3,7,3,8,19,10,14,1,3,8,8,14,27,27,23,15,19,1,2,3,18,24,9,28,18,1,1,2,1,1
22,1983,MIA,HC,28,2,2,2,14,16,7,2,6,13,14,23,10,24,19,8,2,5,7,1,10,7,13,5,25,13,7,8,6,7,8
23,1984,MIA,HC,28,2,5,2,2,1,1,3,17,16,6,16,3,6,1,1,10,1,19,7,12,9,22,18,28,20,23,14,14,9,7
24,1985,MIA,HC,28,2,13,5,14,6,4,19,19,18,9,18,20,4,2,2,11,2,23,12,9,19,23,12,24,10,8,22,15,9,26
25,1986,MIA,HC,28,14,22,12,9,2,1,15,28,25,23,4,11,1,1,1,19,2,26,26,26,25,27,26,27,17,8,22,21,25,25
26,1987,MIA,HC,28,10,18,9,11,4,7,18,24,23,7,10,14,1,1,3,17,5,26,16,18,21,25,24,25,13,18,21,12,19,23
27,1988,MIA,HC,28,20,20,20,14,5,17,19,28,28,19,23,4,1,1,3,23,2,26,24,21,27,26,27,27,12,10,14,12,19,23
28,1989,MIA,HC,28,15,27,19,17,7,15,21,24,27,23,28,17,2,3,6,23,5,24,22,26,19,25,24,27,28,14,18,14,24,18
29,1990,MIA,HC,28,4,10,7,8,11,14,7,19,22,14,26,17,6,4,12,6,9,7,4,22,18,16,10,12,28,9,5,4,9,5
30,1991,MIA,HC,28,14,23,18,16,7,6,9,25,25,22,21,11,2,3,5,8,5,25,24,26,25,27,21,28,25,10,12,15,22,13
31,1992,MIA,HC,28,4,15,11,6,5,8,15,20,24,19,20,20,2,2,4,12,4,10,11,16,10,6,8,4,13,25,14,8,14,9
32,1993,MIA,HC,28,9,22,15,5,2,5,18,22,25,15,26,18,3,1,3,15,2,20,24,19,17,14,17,7,11,25,21,27,19,16
33,1994,MIA,HC,28,6,13,7,4,1,3,19,14,13,9,10,19,4,2,3,16,3,19,17,10,5,6,20,14,24,21,25,18,1,20
34,1995,MIA,HC,30,9,18,7,9,8,7,18,19,21,8,23,9,9,4,7,20,6,16,10,15,11,12,2,20,8,17,19,29,23,19
