,Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Rushing Off,Yds Rushing Off Passing Off,TD Passing Off,Int,NY/A,Yds Passing Off,Pts Passing Off,TkA,Att Passing Off,Yds Passing Off Defense,TD Defense,Y/A Defense,FR,Att Defense,Yds Defense,TD Defense Rushing Def,Int Rushing Def,nY/A
0,2019,MIN,OC,32,8,5,7,13,16,8,13,4,6,6,12,26,30,23,14,5,5,14,5,4,11,13,3,19,5,28,15,13,3,7
1,2020,CLE,HC,32,7,9,16,14,16,14,4,4,3,5,5,15,28,24,13,5,11,17,21,18,10,9,14,12,8,25,22,25,18,16
2,2021,CLE,HC,32,19,20,20,10,18,20,13,9,4,7,1,14,28,27,20,14,22,5,13,21,13,12,7,12,26,13,5,22,15,3
3,2022,CLE,HC,32,20,16,18,11,14,18,8,5,6,6,11,14,21,22,19,10,20,14,20,20,23,25,29,25,17,5,5,5,21,14
4,2023,CLE,HC,32,11,31,12,6,18,13,32,1,2,7,10,26,16,30,30,31,29,1,12,14,8,7,20,15,9,1,1,8,19,5
