Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Num,Won,Notes
2016,38,MIA,NFL,16,10,6,0,.625,-2.4,-0.6,-1.8,1,0,1,.000,2,3,2,
2017,39,MIA,NFL,16,6,10,0,.375,-6.3,-3.9,-2.4,,,,,3,4,2,
2018,40,MIA,NFL,16,7,9,0,.438,-8.8,-3.6,-5.2,,,,,2,3,0,
2019,41,NYJ,NFL,16,7,9,0,.438,-6.3,-5.7,-0.6,,,,,3,6,2,
2020,42,NYJ,NFL,16,2,14,0,.125,-11.5,-8.7,-2.8,,,,,4,5,3,
