Year,Age,Level,Employer,Role
1967,23,College,Stanford,Graduate Assistant
1968,24,College,Army,Assistant Coach
1969,25,College,Army,Assistant Coach
1971,27,College,Stanford,Assistant Coach
1972,28,College,Stanford,Assistant Coach
1973,29,College,Stanford,Assistant Coach
1974,30,College,Stanford,Assistant Coach
1975,31,College,Air Force,Assistant Coach
1976,32,College,Air Force,Assistant Coach
1977,33,College,Air Force,Assistant Coach
1978,34,College,Air Force,Assistant Coach
1979,35,College,Stanford,Linebackers
1980,36,College,Stanford,Linebackers
1981,37,College,Stanford,Linebackers
1982,38,College,Stanford,Linebackers
1983,39,College,Stanford,Linebackers
1984,40,NFL,New York Giants,Offensive Backfield
1985,41,NFL,New York Giants,Offensive Backfield
1986,42,NFL,New York Giants,Offensive Backfield
1987,43,NFL,New York Giants,Offensive Backfield
1988,44,NFL,New York Giants,Offensive Backfield
1989,45,NFL,New York Giants,Offensive Backfield
1990,46,NFL,New York Giants,Offensive Backfield
1991,47,NFL,New York Giants,Head Coach
1992,48,NFL,New York Giants,Head Coach
