,Year,Lg,Tm,W,L,T,Div. Finish,Playoffs,PF,PA,PD,Coaches,AV,Passer,Rusher,Receiver,Pts,Yds,Pts Def Rank,Yds Def Rank,T/G,Pts±,Yds±,out of,MoV,SoS,SRS,OSRS,DSRS
0,1925,NFL,Rochester Jeffersons,0,6,1,16th of 20,,26,111,-85,Grigg,,,,,15,1,18,1,1,18,1,20,-12.1,8.6,-3.5,-0.7,-2.8
1,1924,NFL,Rochester Jeffersons,0,7,0,16th of 18,,7,156,-149,"Murphy,Lyons",,,,,18,1,17,1,1,18,1,18,-21.3,0.1,-21.2,-10.2,-11.0
2,1923,NFL,Rochester Jeffersons,0,4,0,19th of 20,,6,141,-135,Lyons,,,,,19,1,20,1,1,20,1,20,-33.8,-0.3,-34.0,-4.9,-29.1
3,1922,NFL,Rochester Jeffersons,0,4,1,15th of 18,,13,76,-63,Alexander,,,,,16,1,14,1,1,14,1,18,-12.6,11.8,-0.8,-1.2,0.4
4,1921,APFA,Rochester Jeffersons,2,3,0,10th of 21,,85,76,9,Forsyth,,,,,3,1,16,1,1,10,1,21,1.8,-3.4,-1.6,3.3,-5.0
5,1920,APFA,Rochester Jeffersons,6,3,2,7th of 14,,156,57,99,Forsyth,,,,,5,1,7,1,1,7,1,14,9.0,-19.3,-10.3,-12.6,2.4
