,Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Rushing Off,Yds Rushing Off Passing Off,TD Passing Off,Int,NY/A,Yds Passing Off,Pts Passing Off,TkA,Att Passing Off,Yds Passing Off Defense,TD Defense,Y/A Defense,FR,Att Defense,Yds Defense,TD Defense Rushing Def,Int Rushing Def,nY/A
0,1935,CRD,HC,9,4,6,5,6,6,6,4,1,4,5,7,1,9,9,9,4,6,3,3,8,1,5,6,6,6,1,1,1,8,5
1,1936,CRD,HC,9,7,2,6,5,5,8,7,2,5,6,8,1,4,2,7,7,3,4,5,1,6,4,5,5,1,5,5,3,4,6
2,1937,CRD,HC,10,6,3,7,7,6,5,5,7,7,4,7,1,5,3,6,5,2,7,7,1,9,7,3,3,3,10,7,9,2,4
3,1938,CRD,HC,10,9,8,8,6,6,9,7,7,8,5,8,1,3,4,9,7,6,5,8,8,8,6,8,3,7,2,5,7,8,7
