Year,Age,Level,Employer,Role
1935,27,NFL,Chicago Cardinals,Head Coach
1936,28,NFL,Chicago Cardinals,Head Coach
1937,29,NFL,Chicago Cardinals,Head Coach
1938,30,NFL,Chicago Cardinals,Head Coach
