Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
1935,27,CRD,NFL,12,6,4,2,.600,2.7,-2.0,4.7,,,,,3,
1936,28,CRD,NFL,12,3,8,1,.273,-1.4,-4.9,3.5,,,,,4,
1937,29,CRD,NFL,11,5,5,1,.500,-0.2,0.1,-0.2,,,,,4,
1938,30,CRD,NFL,11,2,9,0,.182,-2.8,-2.8,0.0,,,,,5,
