Year,Age,Level,Employer,Role
1916,23,College,Gettysburg,Head Coach
1917,24,College,Lafayette,Head Coach
1924,31,NFL,Frankford Yellow Jackets,Head Coach
1925,32,Independent,Millville Football & Athletic Club,Head Coach
1926,33,NFL,Brooklyn Lions,Head Coach
