,Team Abreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,atl,381,6075.0,1096.0,5.5,25.0,10,383.0,459,684,4714,29,15,6.4,258.0,362,1361,10,3.8,84.0,119,956,41.0,174.0,40.8,13.2,28.7,2.85,6.53,34.9,2.12,207.0,87.0,0.42,21.0,13.0,0.619,60.0,31.0,0.517
1,buf,314,5283.0,1018.0,5.2,19.0,7,314.0,299,513,3229,21,12,5.8,162.0,465,2054,13,4.4,120.0,117,927,32.0,186.0,30.1,10.2,28.9,2.5833333333333335,5.62,28.5,1.63,212.0,76.0,0.358,18.0,8.0,0.444,44.0,25.0,0.568
2,car,340,5469.0,1077.0,5.1,35.0,14,335.0,382,633,3650,17,21,5.3,230.0,386,1819,20,4.7,82.0,87,754,23.0,192.0,32.3,16.7,29.0,2.4166666666666665,5.77,28.5,1.74,207.0,66.0,0.319,24.0,12.0,0.5,50.0,29.0,0.58
3,chi,280,4749.0,1020.0,4.7,19.0,7,297.0,371,580,3291,20,12,5.3,178.0,395,1458,8,3.7,85.0,103,838,34.0,175.0,29.1,10.3,28.5,2.7666666666666666,5.99,27.2,1.51,216.0,77.0,0.35600000000000004,21.0,7.0,0.33299999999999996,46.0,24.0,0.522
4,cin,279,5169.0,1049.0,4.9,30.0,14,312.0,356,616,3652,18,16,5.5,191.0,385,1517,9,3.9,85.0,93,761,36.0,181.0,29.8,15.5,28.0,2.6166666666666667,5.97,28.5,1.49,222.0,80.0,0.36,26.0,13.0,0.5,48.0,21.0,0.43799999999999994
5,cle,335,5455.0,973.0,5.6,28.0,7,305.0,318,539,3554,22,21,6.1,180.0,393,1901,15,4.8,90.0,122,1106,35.0,183.0,33.9,14.8,29.3,2.6,5.48,29.7,1.83,196.0,71.0,0.36200000000000004,17.0,7.0,0.41200000000000003,50.0,29.0,0.58
6,clt,361,5238.0,1016.0,5.2,21.0,11,340.0,307,513,3108,22,10,5.7,165.0,471,2130,17,4.5,131.0,79,670,44.0,168.0,36.3,11.3,27.8,2.8666666666666667,6.23,31.1,2.02,207.0,86.0,0.415,24.0,14.0,0.583,56.0,36.0,0.643
7,crd,361,5467.0,1000.0,5.5,18.0,6,314.0,355,554,3477,20,12,5.8,176.0,396,1990,18,5.0,109.0,121,956,29.0,178.0,38.8,10.1,27.7,2.4833333333333334,5.81,30.6,2.02,197.0,71.0,0.36,20.0,13.0,0.65,53.0,24.0,0.45299999999999996
8,dal,434,6904.0,1069.0,6.5,18.0,7,379.0,388,597,4751,30,11,7.7,229.0,449,2153,18,4.8,120.0,109,1008,30.0,175.0,44.6,10.3,26.3,2.7,6.34,39.4,2.43,204.0,96.0,0.47100000000000003,16.0,7.0,0.43799999999999994,54.0,31.0,0.574
9,den,282,4777.0,954.0,5.0,16.0,6,279.0,312,504,3115,16,10,5.7,162.0,409,1662,11,4.1,77.0,110,912,40.0,173.0,32.4,9.2,27.6,2.716666666666667,5.71,27.6,1.6,202.0,64.0,0.317,16.0,11.0,0.688,42.0,20.0,0.47600000000000003
10,det,341,5549.0,1021.0,5.4,23.0,8,313.0,344,571,3900,28,15,6.4,196.0,407,1649,7,4.1,82.0,113,937,35.0,183.0,33.3,12.0,28.6,2.55,5.75,30.3,1.77,220.0,90.0,0.409,13.0,5.0,0.385,42.0,25.0,0.595
11,gnb,376,5528.0,1020.0,5.4,13.0,9,320.0,356,573,3733,26,4,6.1,190.0,411,1795,18,4.4,90.0,100,774,40.0,177.0,37.3,6.8,34.1,2.85,5.9,31.2,2.11,203.0,73.0,0.36,14.0,7.0,0.5,50.0,32.0,0.64
12,htx,378,5792.0,1017.0,5.7,22.0,8,346.0,355,534,3783,27,14,6.5,203.0,434,2009,17,4.6,112.0,111,892,31.0,169.0,37.9,12.4,28.8,2.85,6.17,34.2,2.18,193.0,84.0,0.435,25.0,13.0,0.52,53.0,34.0,0.642
13,jax,300,5468.0,1020.0,5.4,20.0,12,298.0,364,589,3760,24,8,6.0,183.0,389,1708,3,4.4,85.0,132,1165,30.0,177.0,33.9,10.2,25.9,2.75,5.95,30.9,1.63,220.0,76.0,0.345,25.0,12.0,0.48,47.0,19.0,0.40399999999999997
14,kan,451,6067.0,976.0,6.2,15.0,10,350.0,378,576,4498,30,5,7.5,211.0,375,1569,16,4.2,93.0,107,1029,46.0,164.0,48.8,7.9,28.8,2.8666666666666667,6.18,37.0,2.59,187.0,89.0,0.47600000000000003,10.0,6.0,0.6,50.0,27.0,0.54
15,mia,306,4960.0,1022.0,4.9,26.0,8,315.0,371,615,3804,22,18,5.7,210.0,349,1156,10,3.3,64.0,92,769,41.0,182.0,30.2,13.7,27.7,2.533333333333333,5.78,27.1,1.61,207.0,71.0,0.34299999999999997,28.0,13.0,0.46399999999999997,48.0,27.0,0.563
16,min,407,5656.0,970.0,5.8,20.0,12,314.0,319,466,3523,26,8,7.1,171.0,476,2133,19,4.5,106.0,96,895,37.0,173.0,41.6,10.4,29.6,2.6666666666666665,5.77,32.6,2.29,194.0,83.0,0.428,15.0,8.0,0.5329999999999999,56.0,34.0,0.607
17,nor,458,5982.0,1011.0,5.9,8.0,2,347.0,418,581,4244,36,6,7.0,230.0,405,1738,12,4.3,97.0,120,1036,20.0,173.0,46.2,4.0,33.7,2.9833333333333334,6.05,34.6,2.5,192.0,81.0,0.42200000000000004,13.0,5.0,0.385,57.0,34.0,0.596
18,nwe,420,5664.0,1095.0,5.2,15.0,6,338.0,378,620,3961,25,9,6.1,197.0,447,1703,17,3.8,110.0,94,828,31.0,190.0,36.3,7.4,32.7,2.6666666666666665,5.94,29.8,1.97,227.0,87.0,0.38299999999999995,15.0,6.0,0.4,60.0,30.0,0.5
19,nyg,341,5416.0,1012.0,5.4,33.0,16,311.0,376,607,3731,30,17,5.7,187.0,362,1685,11,4.7,89.0,90,784,35.0,185.0,28.6,17.8,26.9,2.4833333333333334,5.56,29.2,1.75,212.0,79.0,0.373,31.0,14.0,0.452,42.0,24.0,0.5710000000000001
20,nyj,276,4368.0,956.0,4.6,25.0,9,253.0,323,521,3111,19,16,5.4,162.0,383,1257,6,3.3,61.0,115,1105,30.0,189.0,23.3,11.6,27.0,2.45,5.21,22.9,1.23,212.0,65.0,0.307,19.0,7.0,0.368,33.0,18.0,0.545
21,oti,402,5805.0,949.0,6.1,17.0,9,317.0,297,448,3582,29,8,7.1,177.0,445,2223,21,5.0,104.0,99,932,36.0,185.0,31.4,8.6,27.5,2.466666666666667,5.23,31.4,2.02,185.0,70.0,0.37799999999999995,14.0,4.0,0.28600000000000003,45.0,34.0,0.7559999999999999
22,phi,385,5772.0,1104.0,5.2,23.0,15,354.0,391,613,3833,27,8,5.9,215.0,454,1939,16,4.3,104.0,100,836,35.0,187.0,34.8,10.7,28.5,2.8333333333333335,6.04,30.7,1.96,229.0,104.0,0.45399999999999996,24.0,8.0,0.33299999999999996,54.0,36.0,0.667
23,pit,289,4428.0,937.0,4.7,30.0,11,265.0,315,510,2981,18,19,5.5,147.0,395,1447,7,3.7,75.0,111,893,43.0,187.0,28.9,16.0,29.5,2.466666666666667,5.18,23.5,1.4,195.0,67.0,0.344,15.0,2.0,0.133,40.0,14.0,0.35
24,rai,313,5819.0,989.0,5.9,17.0,9,315.0,367,523,3926,22,8,7.1,194.0,437,1893,13,4.3,104.0,128,1138,17.0,165.0,32.7,9.7,27.2,3.0,6.15,35.1,1.83,201.0,88.0,0.43799999999999994,19.0,11.0,0.579,53.0,28.0,0.528
25,ram,394,5998.0,1055.0,5.7,24.0,7,342.0,397,632,4499,22,17,6.9,222.0,401,1499,20,3.7,92.0,118,899,28.0,185.0,35.7,13.0,28.3,2.5166666666666666,5.88,32.3,1.98,208.0,83.0,0.39899999999999997,13.0,3.0,0.231,59.0,38.0,0.644
26,rav,531,6521.0,1064.0,6.1,15.0,7,386.0,289,440,3225,37,8,6.9,171.0,596,3296,21,5.5,188.0,109,867,27.0,166.0,51.8,8.4,29.1,3.35,6.58,39.3,2.95,187.0,88.0,0.47100000000000003,24.0,17.0,0.708,64.0,43.0,0.672
27,sdg,337,5879.0,997.0,5.9,31.0,11,349.0,394,597,4426,24,20,7.0,220.0,366,1453,12,4.0,90.0,103,872,39.0,160.0,38.8,18.1,26.3,3.0833333333333335,6.44,36.6,2.06,194.0,86.0,0.44299999999999995,18.0,10.0,0.556,53.0,28.0,0.528
28,sea,405,5991.0,1046.0,5.7,20.0,14,341.0,341,517,3791,31,6,6.7,190.0,481,2200,15,4.6,121.0,109,882,30.0,189.0,36.5,10.6,30.2,2.6666666666666665,5.68,31.6,2.07,200.0,79.0,0.395,14.0,7.0,0.5,60.0,38.0,0.633
29,sfo,479,6097.0,1012.0,6.0,23.0,10,336.0,331,478,3792,28,13,7.4,195.0,498,2305,23,4.6,110.0,105,939,31.0,183.0,44.3,12.0,32.1,2.7666666666666666,5.74,33.1,2.44,200.0,90.0,0.45,12.0,7.0,0.583,62.0,33.0,0.532
30,tam,458,6366.0,1086.0,5.9,41.0,11,353.0,382,630,4845,33,30,7.2,244.0,409,1521,15,3.7,81.0,133,1111,28.0,198.0,37.9,20.2,28.1,2.5,5.66,32.1,2.11,217.0,90.0,0.415,17.0,9.0,0.529,54.0,35.0,0.648
31,was,266,4395.0,885.0,5.0,21.0,8,248.0,298,479,2812,18,13,5.3,154.0,356,1583,9,4.4,74.0,106,835,20.0,176.0,29.5,11.9,28.3,2.466666666666667,5.18,25.0,1.5,179.0,52.0,0.29100000000000004,14.0,6.0,0.429,41.0,20.0,0.488
