Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
atl,399,5693.0,985.0,5.8,20.0,8,330.0,351,536,3918,28,12,6.9,192.0,421,1775,13,4.2,108.0,127,1080,30.0,167.0,42.5,9.0,28.8,2.783333333333333,6.1,34.1,2.26,193.0,77.0,0.39899999999999997,20.0,12.0,0.6,53.0,31.0,0.585
buf,259,4772.0,985.0,4.8,23.0,9,295.0,348,553,3123,15,14,5.2,169.0,388,1649,12,4.3,93.0,94,815,33.0,182.0,23.6,12.1,28.2,2.6333333333333333,5.6,26.1,1.3,212.0,76.0,0.358,21.0,8.0,0.381,43.0,24.0,0.5579999999999999
car,470,5992.0,1042.0,5.8,21.0,7,355.0,347,544,3696,21,14,6.2,197.0,445,2296,31,5.2,128.0,109,940,30.0,197.0,40.1,10.2,30.0,2.533333333333333,5.5,30.4,2.26,193.0,77.0,0.39899999999999997,9.0,6.0,0.667,64.0,41.0,0.6409999999999999
chi,298,5186.0,1017.0,5.1,19.0,9,306.0,362,571,3554,17,10,5.9,190.0,414,1632,16,3.9,86.0,113,923,30.0,181.0,30.9,10.5,36.0,2.6333333333333333,5.8,28.5,1.66,209.0,76.0,0.364,23.0,13.0,0.565,53.0,29.0,0.547
cin,420,6299.0,1034.0,6.1,16.0,5,328.0,308,499,3917,25,11,7.4,183.0,504,2382,17,4.7,124.0,122,988,21.0,183.0,39.3,8.7,27.8,2.716666666666667,5.8,34.4,2.1,209.0,89.0,0.426,10.0,5.0,0.5,51.0,25.0,0.49
cle,393,5785.0,1014.0,5.7,20.0,6,345.0,318,513,3470,25,14,6.3,184.0,463,2315,19,5.0,124.0,107,836,37.0,182.0,36.8,11.0,28.0,2.6666666666666665,5.7,31.7,2.07,195.0,74.0,0.379,17.0,6.0,0.353,57.0,35.0,0.614
clt,373,5549.0,986.0,5.6,23.0,8,323.0,394,562,3982,29,15,6.6,207.0,383,1567,8,4.1,93.0,111,1040,23.0,170.0,38.8,12.9,29.0,2.8333333333333335,6.0,32.7,2.04,199.0,85.0,0.42700000000000005,19.0,8.0,0.42100000000000004,50.0,26.0,0.52
crd,442,6432.0,1080.0,6.0,17.0,10,375.0,421,601,4510,38,7,7.0,243.0,439,1922,9,4.4,94.0,114,1041,38.0,172.0,43.0,9.3,27.5,3.066666666666667,6.5,37.4,2.38,214.0,100.0,0.467,14.0,3.0,0.214,62.0,37.0,0.597
dal,321,5232.0,1015.0,5.2,17.0,10,327.0,370,569,3576,21,7,5.9,188.0,407,1656,14,4.1,101.0,102,855,38.0,173.0,35.3,9.8,30.2,2.8166666666666664,6.1,30.2,1.87,201.0,67.0,0.33299999999999996,22.0,10.0,0.455,57.0,29.0,0.509
den,316,5392.0,1003.0,5.4,17.0,7,305.0,348,537,3609,19,10,6.3,175.0,426,1783,9,4.2,96.0,121,1041,34.0,171.0,36.3,8.8,28.7,2.8666666666666667,6.1,31.5,1.74,211.0,79.0,0.374,19.0,9.0,0.474,46.0,18.0,0.391
