,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1933,40,CRD,NFL,11,1,9,1,.100,-4.7,-4.0,-0.8,,,,,5,
1,1934,41,CRD,NFL,11,5,6,0,.455,2.3,-3.6,5.9,,,,,4,
2,1935,42,BKN,NFL,12,5,6,1,.455,-5.9,-4.6,-1.3,,,,,2,
3,1936,43,BKN,NFL,12,3,8,1,.273,-7.5,-5.2,-2.4,,,,,4,
