Year,Age,Level,Employer,Role
1981,31,NFL,San Francisco 49ers,Asst. DB Coach
1982,32,NFL,San Francisco 49ers,Asst. DB Coach
1983,33,NFL,San Francisco 49ers,Defensive Backs
1984,34,NFL,San Francisco 49ers,Defensive Backs
1985,35,NFL,San Francisco 49ers,Defensive Backs
1986,36,NFL,San Francisco 49ers,Defensive Backs
1987,37,NFL,San Francisco 49ers,Defensive Backs
1988,38,NFL,San Francisco 49ers,Defensive Backs
1989,39,NFL,San Francisco 49ers,Defensive Backs
1990,40,NFL,San Francisco 49ers,Defensive Backs
1991,41,NFL,San Francisco 49ers,Defensive Backs
1992,42,NFL,Green Bay Packers,Defensive Coordinator
1993,43,NFL,Green Bay Packers,Defensive Coordinator
1994,44,NFL,San Francisco 49ers,Defensive Coordinator
1995,45,NFL,Philadelphia Eagles,Head Coach
1996,46,NFL,Philadelphia Eagles,Head Coach
1997,47,NFL,Philadelphia Eagles,Head Coach
1998,48,NFL,Philadelphia Eagles,Head Coach
1999,49,NFL,Green Bay Packers,Head Coach
2000,50,NFL,Washington Redskins,Defensive Coordinator
2001,51,NFL,Denver Broncos,Defensive Coordinator
2002,52,NFL,Denver Broncos,Defensive Coordinator
2003,53,NFL,Seattle Seahawks,Defensive Coordinator
2004,54,NFL,Seattle Seahawks,Defensive Coordinator
2005,55,NFL,Seattle Seahawks,Defensive Coordinator
2006,56,NFL,Seattle Seahawks,Special Projects-Defense
2007,57,NFL,Seattle Seahawks,Special Projects-Defense
2008,58,NFL,Houston Texans,Defensive Assistant
2009,59,NFL,Houston Texans,Defensive Assistant
2010,60,NFL,Houston Texans,Defensive Assistant
2011,61,NFL,Cleveland Browns,Senior Defensive Asst.
2012,62,NFL,Cleveland Browns,Senior Defensive Asst.
