,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Num,Won,Notes
0,1995,45,PHI,NFL,16,10,6,0,.625,-1.7,-1.9,0.2,2,1,1,.500,2,,,
1,1996,46,PHI,NFL,16,10,6,0,.625,0.6,2.1,-1.6,1,0,1,.000,2,,,
2,1997,47,PHI,NFL,16,6,9,1,.406,-3.0,-0.7,-2.3,,,,,3,,,
3,1998,48,PHI,NFL,16,3,13,0,.188,-12.8,-12.3,-0.5,,,,,5,,,
4,1999,49,GNB,NFL,16,8,8,0,.500,1.6,2.5,-0.9,,,,,4,2,0,
