,Team Abreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,atl,452,5850.0,1014.0,5.8,34.0,12,329.0,289,535,3798,32,22,6.6,181.0,437,2052,24,4.7,112.0,97,738,36.0,,,,,,,,,,,,,,,,,
1,buf,381,5540.0,1071.0,5.2,35.0,15,320.0,265,477,3078,24,20,6.1,159.0,569,2462,20,4.3,142.0,107,870,19.0,,,,,,,,,,,,,,,,,
2,chi,198,4135.0,945.0,4.4,54.0,20,236.0,249,522,2816,16,34,4.8,141.0,359,1319,6,3.7,74.0,118,944,21.0,,,,,,,,,,,,,,,,,
3,cin,437,5663.0,1019.0,5.6,38.0,19,337.0,297,518,3664,26,19,6.6,194.0,461,1999,23,4.3,118.0,84,731,25.0,,,,,,,,,,,,,,,,,
4,cle,294,4958.0,1050.0,4.7,27.0,9,297.0,289,509,3107,18,18,5.6,172.0,497,1851,14,3.7,106.0,102,773,19.0,,,,,,,,,,,,,,,,,
5,clt,386,5599.0,1079.0,5.2,33.0,17,330.0,275,504,3454,24,16,6.4,192.0,539,2145,20,4.0,124.0,90,699,14.0,,,,,,,,,,,,,,,,,
6,crd,414,5381.0,1045.0,5.1,27.0,14,314.0,253,461,3003,34,13,6.1,169.0,552,2378,11,4.3,115.0,88,742,30.0,,,,,,,,,,,,,,,,,
7,dal,333,5608.0,1076.0,5.2,48.0,15,312.0,279,549,3755,20,33,6.1,193.0,465,1853,18,4.0,98.0,108,990,21.0,,,,,,,,,,,,,,,,,
8,den,329,5179.0,1069.0,4.8,36.0,12,290.0,277,547,3206,22,24,5.4,168.0,475,1973,10,4.2,103.0,91,953,19.0,,,,,,,,,,,,,,,,,
9,det,366,5591.0,1083.0,5.2,36.0,18,359.0,283,478,2906,16,18,5.6,156.0,560,2685,19,4.8,179.0,105,729,24.0,,,,,,,,,,,,,,,,,
10,gnb,355,5173.0,1051.0,4.9,40.0,25,310.0,295,509,3126,22,15,5.6,178.0,494,2047,17,4.1,111.0,102,797,21.0,,,,,,,,,,,,,,,,,
11,kan,360,5658.0,1126.0,5.0,41.0,14,336.0,332,576,3489,22,27,5.7,184.0,513,2169,18,4.2,129.0,89,777,23.0,,,,,,,,,,,,,,,,,
12,mia,320,5767.0,1034.0,5.6,41.0,18,314.0,257,487,3511,21,23,6.7,160.0,509,2256,15,4.4,135.0,112,854,19.0,,,,,,,,,,,,,,,,,
13,min,359,5464.0,1065.0,5.1,44.0,22,324.0,280,490,3241,20,22,6.2,163.0,542,2223,16,4.1,139.0,123,1000,22.0,,,,,,,,,,,,,,,,,
14,nor,401,5815.0,1083.0,5.4,37.0,16,335.0,306,529,3653,26,21,6.4,188.0,508,2162,19,4.3,125.0,108,837,22.0,,,,,,,,,,,,,,,,,
15,nwe,290,4714.0,1042.0,4.5,47.0,24,284.0,262,525,3059,14,23,5.3,168.0,466,1655,15,3.6,92.0,83,699,24.0,,,,,,,,,,,,,,,,,
16,nyg,283,4320.0,1022.0,4.2,37.0,13,258.0,278,535,2838,20,24,4.7,163.0,419,1482,9,3.5,77.0,106,821,18.0,,,,,,,,,,,,,,,,,
17,nyj,264,4772.0,989.0,4.8,42.0,20,276.0,267,507,3256,17,22,5.9,154.0,433,1516,10,3.5,85.0,113,868,37.0,,,,,,,,,,,,,,,,,
18,oti,412,6155.0,1091.0,5.6,35.0,20,356.0,260,462,3341,29,15,6.6,158.0,588,2814,21,4.8,150.0,121,908,48.0,,,,,,,,,,,,,,,,,
19,phi,310,5135.0,1057.0,4.9,32.0,14,307.0,251,478,2930,18,18,5.5,160.0,526,2205,17,4.2,122.0,99,834,25.0,,,,,,,,,,,,,,,,,
20,pit,355,4659.0,990.0,4.7,34.0,14,273.0,287,484,2783,18,20,5.4,144.0,470,1876,19,4.0,105.0,89,679,24.0,,,,,,,,,,,,,,,,,
21,rai,308,4603.0,1037.0,4.4,30.0,13,273.0,251,511,2998,22,17,5.2,166.0,461,1605,7,3.5,73.0,109,856,34.0,,,,,,,,,,,,,,,,,
22,ram,277,4648.0,1048.0,4.4,46.0,17,281.0,296,548,3062,19,29,5.1,155.0,444,1586,9,3.6,104.0,72,529,22.0,,,,,,,,,,,,,,,,,
23,sdg,435,6265.0,1105.0,5.7,42.0,16,364.0,357,595,4293,28,26,6.8,218.0,470,1972,25,4.2,122.0,86,703,24.0,,,,,,,,,,,,,,,,,
24,sea,303,5160.0,1030.0,5.0,44.0,20,290.0,273,496,3323,22,24,6.0,179.0,473,1837,12,3.9,90.0,106,840,21.0,,,,,,,,,,,,,,,,,
25,sfo,263,5191.0,1116.0,4.7,35.0,17,293.0,346,621,3508,11,18,5.2,183.0,435,1683,10,3.9,89.0,106,778,21.0,,,,,,,,,,,,,,,,,
26,tam,448,6108.0,1087.0,5.6,40.0,22,351.0,318,505,3678,18,18,6.8,185.0,547,2430,28,4.4,146.0,114,945,20.0,,,,,,,,,,,,,,,,,
27,was,312,4480.0,941.0,4.8,34.0,11,244.0,239,465,2746,19,23,5.3,134.0,424,1734,11,4.1,94.0,89,699,16.0,,,,,,,,,,,,,,,,,
