,Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,bcl,1.888957919235388,1.9839433737507575,1.0018320926693232,2.086217283288094,0.43163849118474557,-0.9266149264863558,1.772806190331609,0.05982449308136236,-0.6354888123299139,0.9857228586951639,2.027086518775463,1.4139971728741052,2.1685028959213404,0.5194759551084936,1.6768392224005668,2.420374283182619,1.7237832147426693,1.9438108645035743,2.035822365843601,1.3776579786599028,1.641646989883226,-1.007976004178671,,,,,,,,,,,,,,,,,
1,chi,-0.6911391150725278,-0.6831446773357565,-0.8517448877750416,-0.6116658003357766,-1.7059997508730402,-0.503948468790825,-0.8889949170814941,0.5653414596188714,0.5280822524995054,-0.19938097430250185,-0.8529271144574354,-1.9281779630101428,-0.6847903881856859,-0.010185803041343455,-1.412770053518589,-0.9702985225249164,-0.28729720245711154,-0.5965133869905138,-1.4344024884142907,-0.38545870905510315,-0.47462021851565267,2.075244714485499,,,,,,,,,,,,,,,,,
2,cle,-1.3285748529603658,-1.239435144317274,-0.8273557169797211,-1.321635032868374,1.366855222085027,1.1867173619912985,-0.6868328076577142,-1.3011827245196235,-0.9147458678889745,-1.4756466406076802,-1.2849291594423702,0.8569679835600638,-1.369580776371373,-1.1357170391097473,0.13203458444098892,-0.6716881333859005,-0.8618916073713346,-0.8639159397793655,-0.22191428632418395,-1.777392936198529,-1.3111177299435879,0.533634355153414,,,,,,,,,,,,,,,,,
3,crd,0.11830309176917127,0.28118625908144257,0.41649199358162897,0.2402972787033398,0.16443371092752235,1.1867173619912985,0.3913651092691125,-0.9512094399936557,-1.4499885577105074,-0.19938097430250185,-0.4209250694725006,-0.8141195843820601,1.2554490450070912,-0.6060552809599101,1.946567016330017,0.6744667660391793,0.7182430061427789,-0.06170828141281166,1.03238385376903,1.0992711332312177,0.9910378143281653,-1.007976004178671,,,,,,,,,,,,,,,,,
4,det,0.09806703659812879,-0.23133516100558998,0.0750436024471407,-0.32767810732273733,1.366855222085027,1.1867173619912985,-0.14773384919430083,1.4208317106823483,1.1564106275073918,0.7910800254169609,0.8750810654823037,0.8569679835600638,0.11413173136428065,1.6450071911768975,-1.143042259589139,-1.1677666830845883,-0.4309458036856673,-0.9976172161737914,-1.3089726744049694,0.44970182723095237,0.46912056360817156,0.533634355153414,,,,,,,,,,,,,,,,,
5,gnb,1.3223483744461986,0.8925410108656991,0.5872161891488731,0.9502665112359372,-0.3699758495869241,-0.7152816976385904,0.5261398488849658,1.1875161876650364,1.109867784914215,1.4760256918896242,1.0190817471439486,0.11426239780800873,0.9130538509142483,1.4463840318707086,-0.5790659631911977,0.07965413606065565,1.0055402085998904,0.47309682416489174,-0.4309639763397196,1.2848623635170078,1.2984685236563809,1.0475044749307756,,,,,,,,,,,,,,,,,
6,nyg,-1.2678666874472384,-1.2309637158860833,-0.21762644709670637,-1.4636288793748935,1.2332528319564153,1.8207170485345947,-0.9563822868894208,-0.3679206324503761,-0.8449316039992094,-1.0025906407416683,-0.8529271144574354,0.11426239780800873,-0.6847903881856859,-0.8046784402660991,0.6714901722998892,-1.1196037170944244,-1.1491888098284462,-1.6661235981459201,-0.5982037283521482,-1.0350280150553686,-1.3182672813233138,-0.49410588440130937,,,,,,,,,,,,,,,,,
7,nyy,0.9277452986108703,1.5914338564389254,1.2945021422131702,1.5182418972620155,-0.10277106932970088,-0.9266149264863558,1.5032567110999024,1.3430598696765776,1.5054819469562175,1.315876525268318,0.011076975512434186,0.6712915871220501,0.45652692545712464,1.578799471408168,-0.2848174607227067,1.4282171837852435,1.7237832147426693,1.9438108645035743,0.7397142877472801,0.6352930575167425,0.6192611425824164,0.7905694150420948,,,,,,,,,,,,,,,,,
8,phi,-1.3589289357169296,-1.1180113368035416,-2.656543526628765,-0.4696719538292576,0.43163849118474557,-0.29261523994305955,-2.1356612585281374,-2.0400152140744443,-1.2638171873378004,-1.3376719739800933,-0.9969277961190803,0.8569679835600638,-0.9130538509142483,-1.532963357722125,-1.3392079279014664,-0.5994436844006548,-1.5801346135141134,-0.06170828141281166,-1.476212426417398,-0.7566411696266834,-1.053733880273454,-1.2649110640673518,,,,,,,,,,,,,,,,,
9,pit,-0.8125554460987826,-0.7339732479229002,-0.4127398134592711,-0.7536596468422956,-0.9043854101013705,-0.503948468790825,-0.2151212190022275,-0.3290347119474908,-0.7285744975162675,-1.37216564063699,-0.9969277961190803,-0.8141195843820601,-1.369580776371373,-0.7384707204973694,0.3527209612923572,0.08928672925868843,-0.5745944049142231,-0.06170828141281166,0.405234783722423,-0.38545870905510315,-0.031348032972644324,-1.2649110640673518,,,,,,,,,,,,,,,,,
