Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
bcl,462.0,5246.0,818.0,6.4,48.0,14.0,257.0,156.0,304.0,2389.0,31.0,34.0,7.9,96.0,514.0,2857.0,28.0,5.6,150.0,96.0,967.0,11.0,,,,,,,,,,,,,,,,,
chi,207.0,3357.0,742.0,4.5,32.0,16.0,178.0,169.0,354.0,1908.0,11.0,16.0,5.4,88.0,388.0,1449.0,14.0,3.7,67.0,77.0,671.0,23.0,,,,,,,,,,,,,,,,,
cle,144.0,2963.0,743.0,4.0,55.0,24.0,184.0,121.0,292.0,1390.0,8.0,31.0,4.8,71.0,451.0,1573.0,10.0,3.5,96.0,62.0,554.0,17.0,,,,,,,,,,,,,,,,,
crd,287.0,4040.0,794.0,5.1,46.0,24.0,216.0,130.0,269.0,1908.0,14.0,22.0,7.1,79.0,525.0,2132.0,21.0,4.1,126.0,93.0,876.0,11.0,,,,,,,,,,,,,,,,,
det,285.0,3677.0,780.0,4.7,55.0,24.0,200.0,191.0,381.0,2310.0,23.0,31.0,6.1,113.0,399.0,1367.0,13.0,3.4,70.0,86.0,803.0,17.0,,,,,,,,,,,,,,,,,
gnb,406.0,4473.0,801.0,5.6,42.0,15.0,220.0,185.0,379.0,2588.0,24.0,27.0,6.8,110.0,422.0,1885.0,23.0,4.5,91.0,95.0,919.0,19.0,,,,,,,,,,,,,,,,,
nyg,150.0,2969.0,768.0,3.9,54.0,27.0,176.0,145.0,295.0,1582.0,11.0,27.0,5.4,76.0,473.0,1387.0,8.0,2.9,87.0,70.0,553.0,13.0,,,,,,,,,,,,,,,,,
nyy,367.0,4968.0,830.0,6.0,44.0,14.0,249.0,189.0,396.0,2523.0,17.0,30.0,6.4,112.0,434.0,2445.0,28.0,5.6,119.0,88.0,824.0,18.0,,,,,,,,,,,,,,,,,
phi,141.0,3049.0,668.0,4.6,48.0,17.0,141.0,102.0,277.0,1446.0,10.0,31.0,5.2,65.0,391.0,1603.0,5.0,4.1,66.0,73.0,590.0,10.0,,,,,,,,,,,,,,,,,
pit,195.0,3321.0,760.0,4.4,38.0,16.0,198.0,146.0,300.0,1432.0,10.0,22.0,4.8,77.0,460.0,1889.0,12.0,4.1,111.0,77.0,733.0,10.0,,,,,,,,,,,,,,,,,
ram,309.0,4161.0,816.0,5.1,46.0,15.0,217.0,165.0,385.0,2279.0,26.0,31.0,5.9,88.0,431.0,1882.0,12.0,4.4,113.0,93.0,859.0,16.0,,,,,,,,,,,,,,,,,
sfo,300.0,3703.0,790.0,4.7,43.0,21.0,204.0,164.0,347.0,2041.0,16.0,22.0,5.9,81.0,443.0,1662.0,17.0,3.8,111.0,71.0,599.0,12.0,,,,,,,,,,,,,,,,,
was,326.0,4004.0,790.0,5.1,31.0,12.0,217.0,145.0,328.0,2060.0,19.0,19.0,6.3,90.0,462.0,1944.0,17.0,4.2,110.0,74.0,638.0,17.0,,,,,,,,,,,,,,,,,
