,Team Abreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,bcl,213.0,3526.0,783.0,4.5,52.0,21.0,188.0,206.0,438.0,2378.0,14.0,31.0,5.4,109.0,345.0,1148.0,12.0,3.3,56.0,63.0,579.0,23.0,,,,,,,,,,,,,,,,,
1,chi,279.0,4095.0,870.0,4.7,41.0,17.0,236.0,135.0,296.0,1787.0,5.0,24.0,6.0,85.0,574.0,2308.0,25.0,4.0,141.0,85.0,738.0,10.0,,,,,,,,,,,,,,,,,
2,cle,310.0,3768.0,717.0,5.3,33.0,12.0,199.0,139.0,260.0,1679.0,15.0,21.0,6.5,86.0,457.0,2089.0,20.0,4.6,104.0,104.0,968.0,9.0,,,,,,,,,,,,,,,,,
3,crd,233.0,3588.0,754.0,4.8,45.0,14.0,194.0,165.0,368.0,1984.0,21.0,31.0,5.4,87.0,386.0,1604.0,8.0,4.2,84.0,76.0,609.0,23.0,,,,,,,,,,,,,,,,,
4,det,321.0,4030.0,792.0,5.1,47.0,18.0,209.0,176.0,403.0,2404.0,22.0,29.0,6.0,98.0,389.0,1626.0,14.0,4.2,92.0,86.0,804.0,19.0,,,,,,,,,,,,,,,,,
5,gnb,244.0,3210.0,765.0,4.2,57.0,20.0,174.0,140.0,367.0,1504.0,14.0,37.0,4.1,70.0,398.0,1706.0,15.0,4.3,82.0,85.0,757.0,22.0,,,,,,,,,,,,,,,,,
6,nyg,268.0,3407.0,702.0,4.9,30.0,20.0,173.0,81.0,187.0,1071.0,12.0,10.0,5.7,53.0,515.0,2336.0,21.0,4.5,114.0,68.0,562.0,6.0,,,,,,,,,,,,,,,,,
7,nyy,366.0,4485.0,752.0,6.0,39.0,13.0,210.0,174.0,355.0,2653.0,29.0,26.0,7.5,102.0,397.0,1832.0,16.0,4.6,94.0,85.0,762.0,14.0,,,,,,,,,,,,,,,,,
8,phi,254.0,4014.0,866.0,4.6,43.0,15.0,231.0,121.0,285.0,1686.0,15.0,28.0,5.9,79.0,581.0,2328.0,13.0,4.0,142.0,63.0,612.0,10.0,,,,,,,,,,,,,,,,,
9,pit,180.0,3305.0,732.0,4.5,58.0,29.0,177.0,100.0,255.0,1646.0,10.0,29.0,6.5,68.0,477.0,1659.0,12.0,3.5,97.0,57.0,477.0,12.0,,,,,,,,,,,,,,,,,
10,ram,466.0,5240.0,857.0,6.1,44.0,17.0,278.0,253.0,453.0,3529.0,31.0,27.0,7.8,142.0,404.0,1711.0,28.0,4.2,112.0,110.0,1038.0,24.0,,,,,,,,,,,,,,,,,
11,sfo,213.0,3505.0,786.0,4.5,46.0,21.0,201.0,164.0,326.0,1550.0,14.0,25.0,4.8,83.0,460.0,1955.0,14.0,4.3,107.0,93.0,851.0,11.0,,,,,,,,,,,,,,,,,
12,was,232.0,3758.0,724.0,5.2,47.0,22.0,187.0,154.0,314.0,1985.0,18.0,25.0,6.3,84.0,410.0,1773.0,10.0,4.3,92.0,80.0,829.0,11.0,,,,,,,,,,,,,,,,,
