Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
atl,175,3013.0,763.0,3.9,39.0,14,180.0,179,370,1710,13,25,4.1,95.0,344,1303,6,3.8,68.0,88,866,17.0,,,,,,,,,,,,,,,,,
buf,237,3588.0,850.0,4.2,47.0,13,203.0,183,434,2317,14,34,4.8,119.0,371,1271,9,3.4,65.0,74,828,19.0,,,,,,,,,,,,,,,,,
chi,239,3293.0,784.0,4.2,32.0,14,175.0,131,268,1441,9,18,4.9,62.0,489,1852,12,3.8,98.0,98,953,15.0,,,,,,,,,,,,,,,,,
cle,334,4081.0,821.0,5.0,35.0,17,238.0,160,333,1942,22,18,5.2,102.0,444,2139,15,4.8,119.0,72,773,17.0,,,,,,,,,,,,,,,,,
clt,394,5008.0,925.0,5.4,25.0,8,289.0,265,457,3363,22,17,7.0,159.0,443,1645,21,3.7,105.0,52,458,25.0,,,,,,,,,,,,,,,,,
crd,333,4780.0,927.0,5.2,46.0,11,248.0,204,431,2941,20,35,6.5,131.0,472,1839,15,3.9,97.0,65,720,20.0,,,,,,,,,,,,,,,,,
dal,342,4699.0,936.0,5.0,42.0,14,261.0,210,417,2799,28,28,6.1,141.0,477,1900,13,4.0,109.0,81,785,11.0,,,,,,,,,,,,,,,,,
den,256,2947.0,852.0,3.5,30.0,12,172.0,150,374,1682,17,18,3.9,91.0,420,1265,10,3.0,65.0,48,512,16.0,,,,,,,,,,,,,,,,,
det,260,3538.0,848.0,4.2,40.0,21,215.0,160,351,1631,14,19,4.3,92.0,473,1907,14,4.0,104.0,65,712,19.0,,,,,,,,,,,,,,,,,
gnb,332,4279.0,846.0,5.1,37.0,10,243.0,182,331,2364,15,27,6.4,112.0,474,1915,18,4.0,115.0,48,531,16.0,,,,,,,,,,,,,,,,,
kan,408,4490.0,876.0,5.1,27.0,8,251.0,213,382,2472,26,19,6.0,117.0,462,2018,18,4.4,116.0,68,680,18.0,,,,,,,,,,,,,,,,,
mia,219,3659.0,847.0,4.3,44.0,16,212.0,229,480,2336,16,28,4.5,123.0,326,1323,10,4.1,65.0,53,490,24.0,,,,,,,,,,,,,,,,,
min,233,3478.0,825.0,4.2,37.0,13,199.0,150,336,1667,11,24,4.5,85.0,454,1811,10,4.0,91.0,100,1075,23.0,,,,,,,,,,,,,,,,,
nor,233,3790.0,864.0,4.4,37.0,14,220.0,237,478,2598,13,23,4.9,135.0,334,1192,9,3.6,67.0,76,785,18.0,,,,,,,,,,,,,,,,,
nwe,280,4027.0,870.0,4.6,54.0,22,219.0,191,434,2423,20,32,5.1,120.0,391,1604,10,4.1,80.0,59,520,19.0,,,,,,,,,,,,,,,,,
nyg,369,4904.0,879.0,5.6,30.0,10,274.0,221,406,3040,33,20,6.9,135.0,436,1864,16,4.3,115.0,80,842,24.0,,,,,,,,,,,,,,,,,
nyj,371,5152.0,932.0,5.5,37.0,8,282.0,271,515,3845,27,29,7.1,180.0,389,1307,17,3.4,82.0,64,691,20.0,,,,,,,,,,,,,,,,,
oti,258,3503.0,828.0,4.2,27.0,7,207.0,143,332,1381,11,20,3.9,86.0,476,2122,12,4.5,111.0,61,698,10.0,,,,,,,,,,,,,,,,,
phi,351,4344.0,822.0,5.3,40.0,16,239.0,244,445,3094,30,24,6.3,146.0,328,1250,12,3.8,69.0,77,830,24.0,,,,,,,,,,,,,,,,,
pit,281,3908.0,903.0,4.3,45.0,16,252.0,214,442,2511,19,29,5.3,145.0,431,1397,13,3.2,83.0,68,759,24.0,,,,,,,,,,,,,,,,,
rai,468,5116.0,962.0,5.3,36.0,13,250.0,236,464,3188,33,23,6.3,154.0,458,1928,19,4.2,79.0,71,768,17.0,,,,,,,,,,,,,,,,,
ram,398,4640.0,905.0,5.1,29.0,13,262.0,206,390,2734,28,16,6.6,133.0,490,1906,16,3.9,106.0,85,854,23.0,,,,,,,,,,,,,,,,,
sdg,360,5125.0,891.0,5.8,34.0,10,259.0,230,463,3410,26,24,7.2,150.0,417,1715,14,4.1,88.0,72,817,21.0,,,,,,,,,,,,,,,,,
sfo,273,4418.0,929.0,4.8,36.0,10,242.0,228,469,2654,16,26,5.4,121.0,434,1764,16,4.1,101.0,89,931,20.0,,,,,,,,,,,,,,,,,
was,347,4977.0,891.0,5.6,31.0,14,280.0,301,527,3730,31,17,6.8,177.0,345,1247,13,3.6,82.0,67,588,21.0,,,,,,,,,,,,,,,,,
