Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
atl,422,5531.0,946.0,5.8,27.0,10,294.0,238,421,3392,31,17,7.7,152.0,504,2139,18,4.2,124.0,87,853,18.0,,,,,,,,,,,,,,,,,
buf,285,3447.0,857.0,4.0,36.0,9,201.0,162,377,1825,17,27,4.3,106.0,437,1622,11,3.7,73.0,51,507,22.0,,,,,,,,,,,,,,,,,
chi,218,3406.0,833.0,4.1,44.0,16,215.0,164,384,1875,14,28,4.5,98.0,419,1531,11,3.7,91.0,82,782,26.0,,,,,,,,,,,,,,,,,
cle,297,4666.0,954.0,4.9,36.0,14,281.0,250,454,2899,19,22,5.9,153.0,459,1767,15,3.8,115.0,57,655,13.0,,,,,,,,,,,,,,,,,
clt,198,3843.0,818.0,4.7,40.0,8,208.0,221,395,2432,13,32,5.6,116.0,387,1411,5,3.6,78.0,82,927,14.0,,,,,,,,,,,,,,,,,
crd,356,4185.0,807.0,5.2,32.0,13,216.0,169,360,2683,26,19,6.8,117.0,410,1502,13,3.7,79.0,89,782,20.0,,,,,,,,,,,,,,,,,
dal,268,3871.0,866.0,4.5,48.0,19,236.0,260,482,2790,21,29,5.3,145.0,339,1081,11,3.2,64.0,64,717,27.0,,,,,,,,,,,,,,,,,
den,409,5201.0,921.0,5.6,41.0,13,276.0,214,459,3125,27,28,6.6,143.0,444,2076,21,4.7,115.0,58,628,18.0,,,,,,,,,,,,,,,,,
det,259,3528.0,822.0,4.3,33.0,10,205.0,143,312,1733,11,23,4.9,85.0,471,1795,15,3.8,98.0,73,822,22.0,,,,,,,,,,,,,,,,,
gnb,209,3300.0,809.0,4.1,40.0,14,183.0,155,337,1377,13,26,3.8,78.0,443,1923,7,4.3,98.0,55,482,7.0,,,,,,,,,,,,,,,,,
kan,254,3944.0,843.0,4.7,49.0,18,221.0,229,462,2536,13,31,5.1,132.0,343,1408,10,4.1,73.0,76,757,16.0,,,,,,,,,,,,,,,,,
mia,407,4980.0,843.0,5.9,36.0,8,269.0,188,349,2835,31,28,7.5,133.0,466,2145,18,4.6,115.0,59,691,21.0,,,,,,,,,,,,,,,,,
min,294,3856.0,850.0,4.5,35.0,19,217.0,149,314,1752,17,16,5.0,90.0,500,2104,12,4.2,105.0,90,906,22.0,,,,,,,,,,,,,,,,,
nor,379,4928.0,902.0,5.5,32.0,10,276.0,207,410,2836,25,22,6.5,138.0,469,2092,22,4.5,114.0,83,824,24.0,,,,,,,,,,,,,,,,,
nwe,389,4206.0,871.0,4.8,34.0,17,219.0,211,423,2856,28,17,6.3,138.0,417,1350,12,3.2,61.0,70,722,20.0,,,,,,,,,,,,,,,,,
nyg,379,4284.0,836.0,5.1,32.0,15,261.0,195,389,2485,25,17,5.9,125.0,416,1799,20,4.3,113.0,68,774,23.0,,,,,,,,,,,,,,,,,
nyj,329,3775.0,849.0,4.4,33.0,6,203.0,195,424,2142,20,27,4.6,111.0,386,1633,14,4.2,80.0,67,717,12.0,,,,,,,,,,,,,,,,,
oti,199,4055.0,910.0,4.5,39.0,13,233.0,228,461,2418,10,26,5.0,126.0,424,1637,7,3.9,86.0,59,614,21.0,,,,,,,,,,,,,,,,,
phi,409,4972.0,937.0,5.3,35.0,14,286.0,255,480,3231,29,21,6.4,161.0,434,1741,16,4.0,105.0,67,715,20.0,,,,,,,,,,,,,,,,,
pit,320,3955.0,844.0,4.7,39.0,13,228.0,201,397,2578,22,26,6.1,128.0,418,1377,12,3.3,80.0,73,833,20.0,,,,,,,,,,,,,,,,,
rai,233,3294.0,878.0,3.8,45.0,15,182.0,189,459,2165,18,30,4.1,103.0,352,1129,9,3.2,60.0,69,702,19.0,,,,,,,,,,,,,,,,,
ram,196,3526.0,849.0,4.2,45.0,13,200.0,212,445,2407,14,32,4.9,104.0,361,1119,6,3.1,75.0,91,912,21.0,,,,,,,,,,,,,,,,,
sdg,352,4705.0,936.0,5.0,23.0,10,251.0,230,464,3152,26,13,6.4,148.0,441,1553,17,3.5,88.0,61,666,15.0,,,,,,,,,,,,,,,,,
sfo,337,4044.0,858.0,4.7,29.0,13,237.0,212,403,2346,19,16,5.2,128.0,407,1698,17,4.2,92.0,64,596,17.0,,,,,,,,,,,,,,,,,
was,353,5255.0,937.0,5.6,34.0,14,274.0,261,468,3403,25,20,6.7,153.0,431,1852,19,4.3,98.0,86,882,23.0,,,,,,,,,,,,,,,,,
