,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1950,38,Los Angeles Rams,NFL,12,9,3,0,.750,7.8,13.3,-5.5,2,1,1,.500,1,
1,1951,39,Los Angeles Rams,NFL,12,8,4,0,.667,9.1,9.2,-0.1,1,1,0,1.000,1,NFL Champions
2,1952,40,Los Angeles Rams,NFL,1,0,1,0,.000,8.7,5.4,3.3,,,,,2,
3,1953,41,Chicago Cardinals,NFL,12,1,10,1,.091,-9.6,-3.7,-5.9,,,,,6,
4,1954,42,Chicago Cardinals,NFL,12,2,10,0,.167,-14.5,-7.6,-6.9,,,,,6,
