Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Passing Off,Yds Defense,TD Rushing Def,Int,NY/A,Yds Passing Def,Pts_2,TkA,Att_2,Yds_5,TD_2,Y/A_1,FR,Att_3,Yds_6,TD_3,Int_1,nY/A
1973,PHI,HC,26,16,11,20,17,2,8,5,24,20,20,8,13,1,1,2,6,8,25,25,20,17,24,25,25,16,20,25,24,18,25
1974,PHI,HC,26,11,7,10,21,22,16,7,24,25,13,23,8,1,12,12,9,21,18,7,11,8,11,11,14,5,26,21,2,14,14
1975,PHI,HC,26,18,6,19,17,17,21,12,20,21,26,22,5,1,9,7,17,17,20,16,2,17,20,19,21,9,23,22,5,5,18
1980,BAL,HC,28,17,17,17,17,13,9,12,11,11,4,12,8,11,13,11,13,14,21,23,16,25,22,23,15,6,12,21,12,22,23
1981,BAL,HC,28,27,21,28,28,22,26,8,26,22,21,7,4,18,18,12,16,17,28,28,28,27,26,28,24,26,9,27,28,24,28
1982,SEA,HC,28,15,19,19,19,22,27,17,25,27,25,25,22,5,16,19,15,24,12,5,14,27,27,24,27,14,4,3,1,10,4
