Year,Age,Level,Employer,Role
1966,36,NFL,Washington Redskins,Line Coach
1967,37,NFL,Washington Redskins,Line Coach
1968,38,NFL,Washington Redskins,Line Coach
1969,39,NFL,Washington Redskins,Defensive Line
1970,40,NFL,Washington Redskins,Defensive Line
1971,41,NFL,Washington Redskins,Offensive Line
1972,42,NFL,Washington Redskins,Offensive Line
1973,43,NFL,Philadelphia Eagles,Head Coach
1974,44,NFL,Philadelphia Eagles,Head Coach
1975,45,NFL,Philadelphia Eagles,Head Coach
1976,46,NFL,Cincinnati Bengals,Offensive Line
1977,47,NFL,Cincinnati Bengals,Offensive Line
1978,48,NFL,Cincinnati Bengals,Offensive Line
1979,49,NFL,Cincinnati Bengals,Offensive Line
1980,50,NFL,Baltimore Colts,Head Coach
1981,51,NFL,Baltimore Colts,Head Coach
1982,52,NFL,Seattle Seahawks,Head Coach
