,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1973,43,Philadelphia Eagles,NFL,14,5,8,1,.393,-4.2,3.5,-7.7,,,,,3,
1,1974,44,Philadelphia Eagles,NFL,14,7,7,0,.500,2.9,0.0,3.0,,,,,4,
2,1975,45,Philadelphia Eagles,NFL,14,4,10,0,.286,-4.6,-4.0,-0.6,,,,,5,
3,1980,50,Baltimore Colts,NFL,16,7,9,0,.438,-1.5,2.8,-4.3,,,,,4,
4,1981,51,Baltimore Colts,NFL,16,2,14,0,.125,-15.8,-3.8,-12.0,,,,,4,
5,1982,52,Seattle Seahawks,NFL,7,4,3,0,.571,-5.4,-7.5,2.0,,,,,3,
