Year,Age,Level,Employer,Role
1953,22,High School,Woodward HS (Cincinnati OH),Assistant Coach
1954,23,High School,Woodward HS (Cincinnati OH),Head Coach
1955,24,High School,Woodward HS (Cincinnati OH),Head Coach
1956,25,College,Xavier,Freshman Coach
1957,26,College,Xavier,Freshman Coach
1958,27,College,Xavier,Freshman Coach
1959,28,College,Xavier,Freshman Coach
1960,29,College,Xavier,Freshman Coach
1961,30,College,Xavier,Freshman Coach
1962,31,College,Xavier,Head Coach
1963,32,College,Xavier,Head Coach
1964,33,College,Xavier,Head Coach
1965,34,College,Xavier,Head Coach
1966,35,College,Xavier,Head Coach
1967,36,College,Xavier,Head Coach
1968,37,College,Xavier,Head Coach
1969,38,NFL,New Orleans Saints,Defensive Backs
1970,39,NFL,New Orleans Saints,Defensive Backs
1971,40,NFL,New York Jets,Scout
1972,41,NFL,New York Jets,Defensive Backs
1973,42,NFL,New York Jets,Defensive Backs
1974,43,NFL,Houston Oilers,Defensive Backs
1975,44,NFL,Houston Oilers,Defensive Coordinator
1976,45,NFL,Houston Oilers,Defensive Coordinator
1977,46,NFL,Houston Oilers,Defensive Coordinator
1978,47,NFL,Houston Oilers,Defensive Coordinator
1979,48,NFL,Houston Oilers,Defensive Coordinator
1980,49,NFL,Houston Oilers,Defensive Coordinator
1981,50,NFL,Houston Oilers,Head Coach
1982,51,NFL,Houston Oilers,Head Coach
1983,52,NFL,Houston Oilers,Head Coach
2005,74,NIFL,Cincinnati Marshalls,Head Coach
2007,76,Arena,Texas Copperheads,Assistant Head Coach/Special Teams
