,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1981,50,Houston Oilers,NFL,16,7,9,0,.438,-4.7,-3.1,-1.6,,,,,3,
1,1982,51,Houston Oilers,NFL,9,1,8,0,.111,-11.0,-3.9,-7.1,,,,,4,
2,1983,52,Houston Oilers,NFL,6,0,6,0,.000,-11.5,-3.7,-7.9,,,,,4,
