,Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Rushing Off,Yds Rushing Off Passing Off,TD Passing Off,Int,NY/A,Yds Passing Off,Pts Passing Off,TkA,Att Passing Off,Yds Passing Off Defense,TD Defense,Y/A Defense,FR,Att Defense,Yds Defense,TD Defense Rushing Def,Int Rushing Def,nY/A
0,1975,HOU,DC,26,7,6,10,16,19,12,8,11,12,13,15,13,22,23,19,7,18,11,5,5,12,3,6,1,6,21,17,7,9,12
1,1976,HOU,DC,28,18,20,18,18,24,22,11,27,27,27,24,8,3,15,9,18,21,10,17,20,19,16,11,9,14,8,8,18,22,12
2,1977,HOU,DC,28,12,3,7,18,18,5,18,15,14,11,11,20,15,17,14,13,18,14,14,1,15,10,10,4,1,24,20,9,3,16
3,1978,HOU,DC,28,6,19,15,16,16,14,12,7,6,5,10,21,24,18,14,4,9,17,16,25,10,9,9,10,14,12,24,14,24,24
4,1979,HOU,DC,28,3,2,10,15,22,8,5,3,4,4,7,3,25,25,18,10,19,13,16,1,11,17,17,21,14,14,14,11,1,9
5,1980,HOU,DC,28,4,21,11,4,4,20,27,6,2,8,1,23,20,17,23,26,10,5,2,12,2,8,1,20,18,7,4,3,6,8
6,1981,HOU,HC,28,17,22,24,27,27,23,20,24,23,21,22,22,24,23,12,16,20,24,18,27,22,24,14,25,28,12,17,14,18,18
7,1982,HOU,HC,28,27,26,27,28,28,24,23,26,26,21,22,22,12,19,9,21,26,28,27,25,20,23,21,22,2,15,25,27,28,26
8,1983,HOU,HC,28,27,25,28,23,24,22,20,17,18,14,18,12,18,23,21,25,21,22,27,27,25,28,25,28,21,1,4,21,26,20
