Year,Age,Level,Employer,Role
1968,26,College,Florida State,Quarterbacks
1969,27,College,Florida State,Quarterbacks
1970,28,College,Florida State,Quarterbacks
1971,29,College,Virginia Tech,Offensive Coordinator
1972,30,NFL,Houston Oilers,QB/Receivers Coach
1973,31,College,Virginia Tech,Offensive Coordinator
1974,32,College,Florida State,Assistant Coach
1976,34,NFL,New York Jets,QB/Receivers Coach
1977,35,NFL,New York Jets,QB/Receivers Coach
1978,36,NFL,New York Jets,QB/Receivers Coach
1979,37,NFL,Miami Dolphins,Quarterbacks
1980,38,NFL,Miami Dolphins,Quarterbacks
1981,39,NFL,Washington Redskins,Offensive Assistant
1982,40,NFL,Washington Redskins,Offensive Assistant
1983,41,NFL,Atlanta Falcons,Head Coach
1984,42,NFL,Atlanta Falcons,Head Coach
1985,43,NFL,Atlanta Falcons,Head Coach
1986,44,NFL,Atlanta Falcons,Head Coach
1987,45,NFL,Washington Redskins,Offensive Coordinator
1988,46,NFL,Washington Redskins,Offensive Coordinator
1989,47,NFL,San Diego Chargers,Head Coach
1990,48,NFL,San Diego Chargers,Head Coach
1991,49,NFL,San Diego Chargers,Head Coach
1992,50,NFL,Detroit Lions,Offensive Coordinator
1993,51,NFL,Detroit Lions,Offensive Coordinator
1994,52,College,Boston College,Head Coach
1995,53,College,Boston College,Head Coach
1996,54,College,Boston College,Head Coach
1997,55,NFL,Buffalo Bills,Offensive Coordinator
1998,56,NFL,New York Jets,Quarterbacks
1999,57,NFL,New York Jets,Quarterbacks
2000,58,NFL,New York Jets,Offensive Coordinator
2002,60,NFL,Carolina Panthers,Offensive Coordinator
2003,61,NFL,Carolina Panthers,Offensive Coordinator
2004,62,NFL,Carolina Panthers,Offensive Coordinator
2005,63,NFL,Carolina Panthers,Offensive Coordinator
2006,64,NFL,Carolina Panthers,Offensive Coordinator
2008,66,NFL,Miami Dolphins,Offensive Coordinator
2009,67,NFL,Miami Dolphins,Offensive Coordinator
2010,68,NFL,Miami Dolphins,Offensive Coordinator
