,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Num,Won,Notes
0,1989,46,Dallas Cowboys,NFL,16,1,15,0,.063,-10.4,-7.6,-2.8,,,,,5,,,
1,1990,47,Dallas Cowboys,NFL,16,7,9,0,.438,-3.7,-4.8,1.1,,,,,4,,,
2,1991,48,Dallas Cowboys,NFL,16,11,5,0,.688,4.4,3.7,0.8,2,1,1,.500,2,,,
3,1992,49,Dallas Cowboys,NFL,16,13,3,0,.813,10.0,6.4,3.6,3,3,0,1.000,1,,,Super Bowl Champions
4,1993,50,Dallas Cowboys,NFL,16,12,4,0,.750,9.6,4.9,4.7,3,3,0,1.000,1,,,Super Bowl Champions
5,1996,53,Miami Dolphins,NFL,16,8,8,0,.500,0.3,0.6,-0.4,,,,,4,,,
6,1997,54,Miami Dolphins,NFL,16,9,7,0,.563,1.3,1.0,0.3,1,0,1,.000,2,,,
7,1998,55,Miami Dolphins,NFL,16,10,6,0,.625,5.9,-0.7,6.5,2,1,1,.500,2,,,
8,1999,56,Miami Dolphins,NFL,16,9,7,0,.563,1.9,1.2,0.7,2,1,1,.500,3,7,2,
