,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1966,45,Washington Redskins,NFL,14,7,7,0,.500,-2.0,1.7,-3.8,,,,,5,
1,1967,46,Washington Redskins,NFL,14,5,6,3,.455,-2.1,1.3,-3.4,,,,,3,
2,1968,47,Washington Redskins,NFL,14,5,9,0,.357,-8.3,-3.1,-5.2,,,,,3,
