Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
1963,35,SFO,NFL,11,2,9,0,.182,-11.8,-6.6,-5.2,,,,,7,
1964,36,SFO,NFL,14,4,10,0,.286,-2.8,-3.6,0.7,,,,,7,
1965,37,SFO,NFL,14,7,6,1,.538,7.1,10.7,-3.6,,,,,4,
1966,38,SFO,NFL,14,6,6,2,.500,1.8,3.8,-2.0,,,,,4,
1967,39,SFO,NFL,14,7,7,0,.500,-3.0,-1.0,-2.0,,,,,3,
