Year,Age,Level,Employer,Role
1959,31,NFL,San Francisco 49ers,Defensive Backfield
1960,32,NFL,San Francisco 49ers,Defensive Backfield
1961,33,NFL,San Francisco 49ers,Defensive Backfield
1962,34,NFL,San Francisco 49ers,Defensive Backfield
1963,35,NFL,San Francisco 49ers,Head Coach
1964,36,NFL,San Francisco 49ers,Head Coach
1965,37,NFL,San Francisco 49ers,Head Coach
1966,38,NFL,San Francisco 49ers,Head Coach
1967,39,NFL,San Francisco 49ers,Head Coach
1968,40,College,Stanford,Assistant Coach
1969,41,College,Stanford,Assistant Coach
1970,42,College,Stanford,Assistant Coach
1971,43,College,Stanford,Assistant Coach
1972,44,College,Stanford,Head Coach
1973,45,College,Stanford,Head Coach
1974,46,College,Stanford,Head Coach
1975,47,College,Stanford,Head Coach
1976,48,College,Stanford,Head Coach
1977,49,NFL,Kansas City Chiefs,Offensive Backfield
1978,50,NFL,Seattle Seahawks,Defensive Backfield
1979,51,NFL,Seattle Seahawks,Defensive Backfield
1980,52,NFL,Seattle Seahawks,Defensive Backfield
1981,53,NFL,Seattle Seahawks,Defensive Backfield
1982,54,NFL,Seattle Seahawks,Defensive Backfield
1983,55,NFL,Atlanta Falcons,Secondary
