Year,Age,Level,Employer,Role
1909,24,College,Lafayette,Head Coach
1910,25,College,Lafayette,Head Coach
1911,26,College,Lafayette,Head Coach
1912,27,College,Washington & Jefferson,Head Coach
1913,28,College,Washington & Jefferson,Head Coach
1914,29,College,Washington & Jefferson,Head Coach
1915,30,College,Washington & Jefferson,Head Coach
1916,31,College,Penn,Head Coach
1917,32,College,Penn,Head Coach
1918,33,College,Penn,Head Coach
1919,34,College,Penn,Head Coach
1920,35,College,Navy,Head Coach
1921,36,College,Navy,Head Coach
1922,37,College,Navy,Head Coach
1923,38,College,Navy,Head Coach
1924,39,College,Navy,Head Coach
1925,40,NFL,New York Giants,Head Coach
1926,41,AFL I,Philadelphia Quakers,Head Coach
1927,42,Independent,Atlantic City Roses,Head Coach
