Year,Age,Level,Employer,Role
1922,27,College,Centenary,Head Coach
1923,28,College,Centenary,Head Coach
1924,29,College,Centenary,Head Coach
1925,30,College,Geneva Coll.,Head Coach
1926,31,College,Geneva Coll.,Head Coach
1927,32,College,Geneva Coll.,Head Coach
1928,33,College,Kansas State,Head Coach
1929,34,College,Kansas State,Head Coach
1930,35,College,Kansas State,Head Coach
1931,36,College,Kansas State,Head Coach
1932,37,College,Kansas State,Head Coach
1933,38,College,Kansas State,Head Coach
1934,39,College,Indiana,Head Coach
1935,40,College,Indiana,Head Coach
1936,41,College,Indiana,Head Coach
1937,42,College,Indiana,Head Coach
1938,43,College,Indiana,Head Coach
1939,44,College,Indiana,Head Coach
1940,45,College,Indiana,Head Coach
1941,46,College,Indiana,Head Coach
1942,47,College,Indiana,Head Coach
1943,48,College,Indiana,Head Coach
1944,49,College,Indiana,Head Coach
1945,50,College,Indiana,Head Coach
1946,51,College,Indiana,Head Coach
1947,52,College,Indiana,Head Coach
1948,53,NFL,Detroit Lions,Head Coach
1949,54,NFL,Detroit Lions,Head Coach
1950,55,NFL,Detroit Lions,Head Coach
1951,56,NFL,Philadelphia Eagles,Head Coach
