,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1978,44,NWE,NFL,1,0,1,0,.000,5.0,3.6,1.4,,,,,1,co-coach with Ron Erhardt
1,1985,51,BUF,NFL,12,2,10,0,.167,-9.8,-9.5,-0.2,,,,,5,
2,1986,52,BUF,NFL,9,2,7,0,.222,-5.8,-5.0,-0.8,,,,,4,
