,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
11,2011,433,6201,1070,5.8,26,8,369,324,601,4023,31,18,6.3,206,430,2178,15,5.1,105,120,982,58,188,35.6,12.8,Own 26.4,2:34,5.9,32.9,2.05,219,92,42.0%,14,4,28.6%,51,30,58.8%
12,2010,371,5165,991,5.2,24,12,292,249,470,3027,29,12,5.9,150,474,2138,14,4.5,98,117,1161,44,205,31.2,9.3,Own 31.4,2:16,5.0,25.2,1.78,218,76,34.9%,11,3,27.3%,49,26,53.1%
13,2009,379,5791,1023,5.7,20,12,314,259,438,3303,16,8,7.0,158,548,2488,24,4.5,126,86,684,30,193,36.3,7.8,Own 30.7,2:38,5.5,30.1,1.92,216,77,35.6%,14,9,64.3%,65,31,47.7%
14,2008,388,5775,1045,5.5,24,8,325,266,471,3220,20,16,6.4,166,542,2555,23,4.7,129,74,633,30,192,34.4,11.5,Own 29.1,2:41,5.6,30.0,1.93,232,103,44.4%,13,9,69.2%,54,31,57.4%
15,2007,398,5466,952,5.7,26,8,292,261,439,3132,17,18,6.7,156,486,2334,24,4.8,121,99,734,15,191,34.6,12.6,Own 32.0,2:26,5.2,28.5,1.90,210,82,39.0%,11,6,54.5%,55,28,50.9%
16,2006,332,4557,986,4.6,23,5,267,245,410,2413,17,18,5.4,137,542,2144,15,4.0,107,85,665,23,189,33.3,11.6,Own 35.1,2:41,5.4,24.0,1.68,221,79,35.7%,19,10,52.6%,62,27,43.5%
17,2005,383,5292,1029,5.1,19,14,299,296,486,3243,18,5,6.2,165,507,2049,18,4.0,100,101,825,34,184,38.6,10.3,Own 32.6,2:46,5.8,28.7,1.94,226,92,40.7%,9,3,33.3%,59,27,45.8%
18,2004,442,5936,1072,5.5,18,9,367,315,510,3924,30,9,7.3,210,537,2012,21,3.7,115,102,837,42,183,37.2,9.8,Own 31.0,2:54,6.0,32.3,2.23,213,101,47.4%,15,7,46.7%,56,41,73.2%
19,2003,379,5904,1036,5.7,25,11,317,286,467,3394,21,14,6.9,159,544,2510,21,4.6,127,115,981,31,200,35.0,11.5,Own 32.2,2:38,5.4,29.5,1.89,215,80,37.2%,14,8,57.1%,55,32,58.2%
20,2002,304,4979,997,5.0,31,10,319,346,570,3526,21,21,5.8,189,384,1453,14,3.8,96,103,787,34,181,28.7,16.6,Own 30.2,2:34,5.6,27.4,1.64,196,75,38.3%,20,9,45.0%,57,33,57.9%
21,2001,327,5071,1002,5.1,24,7,296,290,528,3083,16,17,5.4,166,433,1988,17,4.6,104,81,621,26,191,30.4,12.0,Own 30.1,2:27,5.4,26.4,1.60,210,67,31.9%,20,9,45.0%,53,22,41.5%
22,2000,299,5249,1014,5.2,37,16,320,359,588,3698,25,21,5.9,202,383,1551,8,4.0,85,117,912,33,193,26.9,18.7,Own 28.0,2:21,5.4,27.1,1.49,205,81,39.5%,14,4,28.6%,47,30,63.8%
23,1999,329,4880,981,5.0,33,13,266,302,539,3321,22,20,5.7,161,398,1559,10,3.9,85,114,861,20,198,29.3,16.2,Own 31.5,2:16,5.1,24.2,1.53,212,70,33.0%,14,7,50.0%,43,23,53.5%
24,1998,356,4550,1020,4.5,35,14,273,291,497,2876,22,21,5.3,150,482,1674,8,3.5,95,115,921,28,,,,,,,,,,,,,,,,,
25,1997,419,6116,1108,5.5,22,12,345,324,552,3870,21,10,6.6,199,525,2246,19,4.3,121,117,977,25,,,,,,,,,,,,,,,,,
26,1996,293,4697,1010,4.7,26,9,292,284,513,3021,22,17,5.5,162,463,1676,7,3.6,97,113,965,33,,,,,,,,,,,,,,,,,
27,1995,332,5104,1016,5.0,33,22,293,301,527,3310,14,11,5.8,177,446,1794,15,4.0,90,94,730,26,,,,,,,,,,,,,,,,,
28,1994,327,4943,1046,4.7,25,13,303,306,564,3400,24,12,5.6,176,444,1543,11,3.5,94,113,823,33,,,,,,,,,,,,,,,,,
29,1993,326,4723,996,4.7,23,9,302,258,457,2858,17,14,5.7,154,494,1865,17,3.8,111,105,801,37,,,,,,,,,,,,,,,,,
30,1992,281,4516,974,4.6,19,7,264,243,450,2833,11,12,5.7,135,478,1683,17,3.5,104,98,755,25,,,,,,,,,,,,,,,,,
31,1991,297,5165,1002,5.2,31,13,305,295,513,3276,18,18,5.9,176,447,1889,13,4.2,108,111,905,21,,,,,,,,,,,,,,,,,
32,1990,268,4413,924,4.8,22,9,266,246,437,2697,20,13,5.6,152,439,1716,4,3.9,95,86,710,19,,,,,,,,,,,,,,,,,
33,1989,297,5003,1045,4.8,36,18,308,277,506,3063,18,18,5.7,160,504,1940,15,3.8,121,105,867,27,,,,,,,,,,,,,,,,,
34,1988,369,5379,1056,5.1,34,17,310,265,483,3171,23,17,6.1,165,533,2208,17,4.1,124,94,823,21,,,,,,,,,,,,,,,,,
35,1987,289,4364,938,4.7,28,15,267,224,425,2727,18,13,5.8,135,469,1637,12,3.5,98,95,652,34,,,,,,,,,,,,,,,,,
36,1986,346,4804,1003,4.8,38,12,283,271,501,3076,21,26,5.5,168,439,1728,19,3.9,85,118,868,30,,,,,,,,,,,,,,,,,
37,1985,308,4603,1037,4.4,30,13,273,251,511,2998,22,17,5.2,166,461,1605,7,3.5,73,109,856,34,,,,,,,,,,,,,,,,,
38,1984,278,4644,1089,4.3,34,14,297,254,508,2752,19,20,4.8,147,517,1892,12,3.7,107,121,1061,43,,,,,,,,,,,,,,,,,
39,1983,338,4748,1024,4.6,36,16,285,282,531,3162,20,20,5.4,170,436,1586,13,3.6,86,109,947,29,,,,,,,,,,,,,,,,,
40,1982,200,3066,647,4.7,29,11,206,193,375,2288,11,18,5.5,121,234,778,12,3.3,53,53,588,32,,,,,,,,,,,,,,,,,
41,1981,343,5473,1113,4.9,32,19,316,289,537,3641,24,13,6.2,178,524,1832,15,3.5,104,102,826,34,,,,,,,,,,,,,,,,,
42,1980,306,5038,1079,4.7,52,17,319,296,524,3312,17,35,5.7,181,501,1726,19,3.4,108,102,922,30,,,,,,,,,,,,,,,,,
43,1979,337,5486,1038,5.3,46,22,319,247,471,3112,21,24,6.2,150,534,2374,17,4.4,137,106,1018,32,,,,,,,,,,,,,,,,,
44,1978,283,4894,1060,4.6,43,15,299,234,448,2711,17,28,5.7,140,583,2183,15,3.7,125,93,793,34,,,,,,,,,,,,,,,,,
45,1977,230,3976,810,4.9,47,21,204,177,367,2222,17,26,5.5,105,408,1754,7,4.3,86,82,717,13,,,,,,,,,,,,,,,,,
46,1976,237,4379,913,4.8,25,9,261,197,389,2476,13,16,5.7,138,478,1903,17,4.0,98,96,918,25,,,,,,,,,,,,,,,,,
47,1975,255,3629,928,3.9,41,6,242,171,398,1844,14,35,4.1,113,475,1785,15,3.8,99,62,527,30,,,,,,,,,,,,,,,,,
48,1974,228,4219,862,4.9,41,14,237,175,367,2111,12,27,5.2,106,459,2108,12,4.6,110,61,502,21,,,,,,,,,,,,,,,,,
49,1973,175,3160,845,3.7,33,16,194,170,370,1690,12,17,4.1,92,435,1470,5,3.4,88,67,623,14,,,,,,,,,,,,,,,,,
50,1972,248,3916,844,4.6,37,12,227,166,348,2152,14,25,5.7,104,469,1764,9,3.8,97,83,801,26,,,,,,,,,,,,,,,,,
51,1971,278,4137,871,4.7,40,17,242,184,359,2386,15,23,6.1,122,480,1751,14,3.6,100,80,832,20,,,,,,,,,,,,,,,,,
52,1970,293,4116,838,4.9,27,8,223,157,339,2089,22,19,5.5,104,460,2027,10,4.4,90,87,1148,29,,,,,,,,,,,,,,,,,
53,1969,242,3770,907,4.2,42,16,232,164,422,2109,15,26,4.5,107,438,1661,13,3.8,90,81,918,35,,,,,,,,,,,,,,,,,
54,1968,233,4061,937,4.3,40,15,215,189,446,2257,13,25,4.6,113,442,1804,12,4.1,83,90,932,19,,,,,,,,,,,,,,,,,
55,1967,233,3294,878,3.8,45,15,182,189,459,2165,18,30,4.1,103,352,1129,9,3.2,60,69,702,19,,,,,,,,,,,,,,,,,
56,1966,288,3910,859,4.6,40,17,211,183,405,2118,15,23,4.8,106,418,1792,16,4.3,84,54,614,21,,,,,,,,,,,,,,,,,
57,1965,239,4188,903,4.6,38,14,235,199,466,2701,20,24,5.4,125,407,1487,10,3.7,90,69,666,20,,,,,,,,,,,,,,,,,
58,1964,350,4743,866,5.5,36,10,255,206,433,2993,21,26,6.4,134,396,1750,20,4.4,103,72,647,18,,,,,,,,,,,,,,,,,
59,1963,282,4045,864,4.7,52,17,224,208,440,2557,23,35,5.2,125,369,1488,10,4.0,79,71,743,20,,,,,,,,,,,,,,,,,
60,1962,370,4746,872,5.4,47,18,233,169,371,2306,21,29,5.9,106,478,2440,21,5.1,115,75,720,12,,,,,,,,,,,,,,,,,
61,1961,458,5156,923,5.6,35,12,280,192,409,2774,22,23,6.5,129,494,2382,36,4.8,135,62,524,16,,,,,,,,,,,,,,,,,
62,1960,388,4983,919,5.4,40,15,268,234,477,3138,28,25,6.2,146,413,1845,17,4.5,99,59,598,23,,,,,,,,,,,,,,,,,
