Year,Age,Level,Employer,Role
1925,26,College,Redlands,Head Coach
1926,27,College,Simpson Coll.,Head Coach
1927,28,College,Simpson Coll.,Head Coach
1928,29,College,Simpson Coll.,Head Coach
1929,30,College,Simpson Coll.,Head Coach
1930,31,College,Simpson Coll.,Head Coach
1931,32,NFL,Cleveland Indians,Head Coach
