,Team Abreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,atl,459,6194.0,1114.0,5.6,20.0,8,383.0,391,577,3952,31,12,6.6,214.0,519,2242,19,4.3,143.0,118,956,26.0,170.0,44.7,11.2,29.3,3.183333333333333,6.7,36.3,2.52,217.0,105.0,0.484,22.0,11.0,0.5,69.0,44.0,0.638
1,buf,289,4637.0,1014.0,4.6,30.0,11,285.0,297,530,2771,12,19,4.8,138.0,442,1866,19,4.2,108.0,102,844,39.0,186.0,28.0,14.5,28.9,2.6166666666666667,5.6,24.7,1.51,214.0,66.0,0.308,35.0,16.0,0.457,45.0,23.0,0.511
2,car,404,5201.0,1028.0,5.1,16.0,7,311.0,337,515,3266,26,9,5.9,170.0,474,1935,16,4.1,112.0,108,896,29.0,197.0,37.6,8.1,33.5,2.55,5.4,26.1,1.98,217.0,82.0,0.37799999999999995,21.0,12.0,0.5710000000000001,52.0,35.0,0.6729999999999999
3,chi,407,5384.0,1009.0,5.3,16.0,8,321.0,314,477,3257,31,8,6.2,170.0,483,2127,14,4.4,116.0,93,856,35.0,178.0,40.4,8.4,31.0,2.8333333333333335,5.8,30.2,2.22,211.0,81.0,0.384,24.0,12.0,0.5,54.0,30.0,0.556
4,cin,376,5964.0,1075.0,5.5,21.0,8,339.0,420,626,4222,26,13,6.3,213.0,407,1742,15,4.3,107.0,116,946,19.0,189.0,33.9,11.1,29.1,2.7,5.9,31.5,1.88,221.0,92.0,0.41600000000000004,18.0,7.0,0.389,53.0,32.0,0.604
5,cle,371,5296.0,1056.0,5.0,19.0,6,327.0,367,576,3439,29,13,5.6,184.0,437,1857,13,4.2,108.0,98,882,35.0,182.0,37.4,9.9,28.7,2.7333333333333334,6.0,28.9,2.04,219.0,86.0,0.39299999999999996,25.0,16.0,0.64,52.0,34.0,0.654
6,clt,365,5834.0,1050.0,5.6,33.0,14,334.0,390,597,3980,32,19,6.3,213.0,420,1854,10,4.4,101.0,109,978,20.0,181.0,35.4,17.1,27.5,2.6833333333333336,6.0,32.1,1.99,210.0,85.0,0.405,21.0,12.0,0.5710000000000001,53.0,34.0,0.642
7,crd,366,5597.0,1028.0,5.4,27.0,14,336.0,367,561,3645,30,13,6.1,192.0,426,1952,10,4.6,109.0,100,896,35.0,177.0,35.6,15.3,29.6,2.7666666666666666,6.0,31.5,1.97,207.0,79.0,0.382,30.0,14.0,0.467,51.0,31.0,0.608
8,dal,358,5967.0,1082.0,5.5,34.0,8,327.0,364,612,4049,24,26,6.2,191.0,429,1918,13,4.5,99.0,121,973,37.0,203.0,32.5,16.7,27.1,2.5166666666666666,5.5,29.3,1.7,223.0,76.0,0.341,26.0,16.0,0.615,47.0,28.0,0.596
9,den,322,5544.0,1039.0,5.3,19.0,6,312.0,341,562,3652,22,13,6.1,192.0,441,1892,9,4.3,99.0,104,922,21.0,168.0,32.7,10.7,26.6,2.95,6.4,33.0,1.72,225.0,101.0,0.449,26.0,11.0,0.423,43.0,21.0,0.488
10,det,467,6456.0,1092.0,5.9,19.0,8,372.0,359,544,4160,31,11,7.2,211.0,518,2296,19,4.4,135.0,87,818,26.0,180.0,47.8,10.6,28.9,2.966666666666667,6.3,35.7,2.54,204.0,92.0,0.451,14.0,9.0,0.643,60.0,42.0,0.7
11,gnb,371,5579.0,1037.0,5.4,26.0,8,337.0,379,603,3724,31,18,5.8,194.0,395,1855,13,4.7,120.0,88,718,23.0,172.0,36.6,14.0,27.7,2.7,6.1,32.1,2.12,203.0,87.0,0.429,33.0,15.0,0.455,49.0,33.0,0.6729999999999999
12,htx,452,6535.0,1101.0,5.9,25.0,8,382.0,363,546,4117,27,17,7.1,218.0,523,2418,25,4.6,135.0,89,790,29.0,189.0,42.9,12.2,29.6,2.85,6.0,34.4,2.41,206.0,89.0,0.43200000000000005,19.0,11.0,0.579,66.0,41.0,0.621
13,jax,457,6002.0,1068.0,5.6,9.0,2,351.0,377,543,3875,24,7,6.7,198.0,493,2127,22,4.3,124.0,104,879,29.0,172.0,45.3,5.2,29.7,3.216666666666667,6.4,34.9,2.43,221.0,95.0,0.43,21.0,14.0,0.667,61.0,38.0,0.623
14,kan,364,6272.0,1060.0,5.9,29.0,14,363.0,401,610,4273,27,15,6.7,209.0,419,1999,15,4.8,121.0,116,911,33.0,169.0,37.3,16.0,26.5,2.9333333333333336,6.4,37.0,2.14,199.0,80.0,0.402,31.0,19.0,0.613,56.0,32.0,0.5710000000000001
15,mia,373,5738.0,1081.0,5.3,26.0,12,337.0,373,608,3871,23,14,5.9,199.0,425,1867,16,4.4,106.0,109,991,32.0,193.0,36.3,13.0,29.3,2.65,5.8,29.7,1.9,231.0,95.0,0.41100000000000003,18.0,11.0,0.611,57.0,30.0,0.526
16,min,426,6522.0,1152.0,5.7,24.0,8,391.0,401,626,4300,29,16,6.4,224.0,475,2222,15,4.7,131.0,93,786,36.0,194.0,40.2,11.9,28.0,2.783333333333333,6.1,33.6,2.11,214.0,78.0,0.364,30.0,15.0,0.5,59.0,33.0,0.5589999999999999
17,nor,335,5410.0,1064.0,5.1,25.0,7,304.0,369,592,3821,20,18,6.0,185.0,426,1589,12,3.7,84.0,89,761,35.0,195.0,32.3,12.8,27.7,2.5833333333333335,5.7,27.8,1.63,240.0,89.0,0.371,21.0,9.0,0.429,46.0,20.0,0.435
18,nwe,303,5284.0,1038.0,5.1,30.0,7,308.0,319,538,3181,21,23,5.5,176.0,464,2103,9,4.5,111.0,100,831,21.0,177.0,29.4,16.9,26.8,2.85,6.1,29.9,1.56,211.0,77.0,0.365,32.0,17.0,0.531,48.0,23.0,0.479
19,nyg,416,6032.0,1137.0,5.3,22.0,7,365.0,402,611,3839,27,15,6.0,216.0,492,2193,15,4.5,126.0,107,814,23.0,184.0,41.3,12.0,31.1,2.9166666666666665,6.4,32.8,2.15,226.0,90.0,0.39799999999999996,23.0,15.0,0.652,71.0,37.0,0.521
20,nyj,504,6760.0,1145.0,5.9,14.0,7,401.0,401,587,4409,28,7,7.1,234.0,525,2351,28,4.5,129.0,84,814,38.0,190.0,48.9,7.4,31.7,2.9333333333333336,6.2,35.3,2.67,223.0,99.0,0.444,21.0,13.0,0.619,74.0,45.0,0.608
21,oti,354,5607.0,1039.0,5.4,22.0,6,331.0,395,628,4169,24,16,6.2,204.0,368,1438,14,3.9,90.0,118,1070,37.0,186.0,37.1,10.8,29.6,2.55,5.8,30.1,1.93,210.0,77.0,0.36700000000000005,24.0,14.0,0.583,58.0,30.0,0.517
22,phi,385,5590.0,1076.0,5.2,16.0,4,358.0,409,589,3756,28,12,6.1,208.0,458,1834,18,4.0,115.0,92,824,35.0,180.0,37.2,8.9,29.3,2.8,6.1,30.7,2.14,217.0,93.0,0.429,29.0,14.0,0.483,60.0,40.0,0.667
23,pit,398,6139.0,1116.0,5.5,22.0,9,354.0,355,563,3656,24,13,5.9,186.0,498,2483,17,5.0,144.0,123,1017,24.0,194.0,38.7,10.8,30.5,2.75,5.9,31.6,2.01,232.0,86.0,0.371,24.0,13.0,0.542,59.0,30.0,0.508
24,rai,439,5732.0,1103.0,5.2,15.0,9,349.0,400,606,3789,29,6,5.9,202.0,462,1943,18,4.2,109.0,99,1021,38.0,178.0,41.6,7.3,26.5,2.95,6.4,32.1,2.3,230.0,91.0,0.396,29.0,21.0,0.7240000000000001,43.0,35.0,0.8140000000000001
25,ram,372,5863.0,1118.0,5.2,25.0,6,347.0,416,625,4109,17,19,6.1,214.0,443,1754,18,4.0,111.0,88,688,22.0,181.0,35.9,13.3,27.9,2.95,6.4,32.4,1.85,223.0,92.0,0.413,32.0,17.0,0.531,56.0,29.0,0.518
26,rav,392,6178.0,1033.0,6.0,15.0,6,340.0,397,621,4742,31,9,7.2,232.0,378,1436,13,3.8,81.0,98,882,27.0,190.0,34.2,7.9,27.9,2.533333333333333,5.6,32.4,1.95,201.0,70.0,0.348,18.0,11.0,0.611,50.0,27.0,0.54
