,Year,Lg,Tm,W,L,T,Div. Finish,Playoffs,PF,PA,PD,Coaches,AV,Passer,Rusher,Receiver,Pts,Yds,Pts Def Rank,Yds Def Rank,T/G,Pts±,Yds±,out of,MoV,SoS,SRS,OSRS,DSRS
0,1932,NFL,Staten Island Stapletons,2,7,3,8th of 8,,77,173,-96,Hanson,,Wycoff,Campiglio,Hinton,6,1,8,1,6,8,1,8,-8.0,0.7,-7.3,-1.1,-6.2
1,1931,NFL,Staten Island Stapletons,4,6,1,7th of 10,,79,118,-39,"Brill,Haines",,,,,6,1,5,1,1,6,1,10,-3.5,-1.9,-5.4,-3.5,-1.9
2,1930,NFL,Staten Island Stapletons,5,5,2,6th of 11,,95,112,-17,Wycoff,,,,,8,1,5,1,1,7,1,11,-1.4,-1.4,-2.8,-3.9,1.1
3,1929,NFL,Staten Island Stapletons,3,4,3,6th of 12,,89,65,24,Wycoff,,,,,6,1,4,1,1,5,1,12,2.4,-2.0,0.4,-2.0,2.4
