,Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Rushing Off,Yds Rushing Off Passing Off,TD Passing Off,Int,NY/A,Yds Passing Off,Pts Passing Off,TkA,Att Passing Off,Yds Passing Off Defense,TD Defense,Y/A Defense,FR,Att Defense,Yds Defense,TD Defense Rushing Def,Int Rushing Def,nY/A
0,1920,RII,HC,14,4,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1
1,1921,MIN,HC,21,13,1,12,1,1,11,1,1,1,1,1,1,1,1,13,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1
2,1925,RII,HC,20,8,1,5,1,1,9,1,1,1,12,1,1,1,1,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1
