Year,Age,Level,Employer,Role
1919,29,Independent,Rock Island Independents,Head Coach
1920,30,APFA,Rock Island Independents,Head Coach
1921,31,APFA,Minneapolis Marines,Head Coach
1925,35,NFL,Rock Island Independents,Head Coach
