Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
1924,31,KEN,NFL,5,0,4,1,.000,-14.5,-4.6,-9.9,,,,,16,co-coach with Bo Hanley
1927,34,NYG,NFL,13,11,1,1,.917,11.9,4.8,7.0,,,,,1,NFL Champions
1928,35,NYG,NFL,13,4,7,2,.364,-1.5,-2.7,1.2,,,,,6,
