Year,Age,Level,Employer,Role
1921,24,College,West Virginia Tech,Head Coach
1924,27,NFL,Columbus Tigers,Head Coach
1925,28,NFL,Columbus Tigers,Head Coach
1932,35,College,Univ. of Charleston,Head Coach
1933,36,College,Univ. of Charleston,Head Coach
