,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1924,27,COL,NFL,8,4,4,0,.500,2.1,-0.6,2.7,,,,,10,
1,1925,28,COL,NFL,9,0,9,0,.000,-1.6,-1.0,-0.6,,,,,16,
