Year,Age,Level,Employer,Role
1972,32,College,USC,Assistant Coach
1973,33,College,USC,Assistant Coach
1974,34,College,USC,Assistant Coach
1975,35,College,USC,Assistant Coach
1976,36,NFL,Tampa Bay Buccaneers,Defensive Backs
1977,37,NFL,Tampa Bay Buccaneers,Defensive Backs
1978,38,NFL,Tampa Bay Buccaneers,Defensive Backs
1979,39,NFL,Tampa Bay Buccaneers,Defensive Backs
1980,40,NFL,Tampa Bay Buccaneers,Defensive Backs
1981,41,NFL,Tampa Bay Buccaneers,Defensive Backs
1982,42,NFL,Tampa Bay Buccaneers,Defensive Coordinator
1983,43,NFL,Tampa Bay Buccaneers,Defensive Coordinator
1984,44,NFL,Tampa Bay Buccaneers,Defensive Coordinator
1985,45,NFL,Detroit Lions,Defensive Coordinator
1986,46,NFL,Detroit Lions,Defensive Coordinator
1987,47,NFL,Detroit Lions,Defensive Coordinator
1988,48,NFL,Detroit Lions,Defensive Coordinator/Interim HC
1989,49,NFL,Detroit Lions,Head Coach
1990,50,NFL,Detroit Lions,Head Coach
1991,51,NFL,Detroit Lions,Head Coach
1992,52,NFL,Detroit Lions,Head Coach
1993,53,NFL,Detroit Lions,Head Coach
1994,54,NFL,Detroit Lions,Head Coach
1995,55,NFL,Detroit Lions,Head Coach
1996,56,NFL,Detroit Lions,Head Coach
